Name,Connections
"TILTON, ROLAND R.",8
SCARECROW II,8
SCIMITAR,8
"VINCENT, DANNY",8
"TENG, NIKKI",8
CERBERUS II,8
VANCE REBUS/,8
"SEVERIN, MARIE",8
"SEWARD, ANNE",8
FARAHD,8
"SEWARD, JANE",8
DR. SYNNE,8
"PRAZNIKI, SYLVIA",8
SEEKER III,8
STAINED GLASS SCARLE,8
"BLACK, CYRUS",8
TECHNOCRAT/RANDY,8
TULL,8
SCARLET SCARAB/DR. F,8
DAGDA,8
TUNGSTEN,8
DAMBALLAH II,8
"DONOHUE, TREVOR",8
"SCHUYLER, DR. REBECC",8
"SHAW, SAMARRA",8
TARNOK-KOL,8
"B'KOSA, GEN. JONATHA",8
TIAMAT,8
PRIMUS II,8
"RATLIFF, OFFICER LAR",8
"SPRINGER, JERRY",8
"CHAN, SARAH",8
VEIL,8
SATHAN,8
ULTIMATOR/,8
COMBAT/,8
"PUSHKIN, IVAN",8
"DUBOIS, DR. CLAUDIA",8
CITYDWELLER/JERRY | ,8
COMANCHE,8
RIGHT,8
"DIPALMA, JOHNNY",8
BLOCKBUSTER/,8
UNCLE SAM,8
"BARROWS, WALTER",8
"STACY, GWEN | MUTANT",8
"DEPAUL, SHIELD SPECI",8
TOMORROW HAWK/CEYOTE,8
"BURRTHROP, T. BARTON",8
"VERSCHLAGEN, FRAU",8
"ROMAN, DR. NILES",8
SNOWBLIND/,8
BLACK KNIGHT V DOPPE,8
"CLOONEY, DR.",8
EL CONQUISTADOR,8
BLASTING CAP/,8
UNSEEN/UNAM,8
SMASHER II,8
VENUS II,8
"CALLAGHAN, JAMES",8
RABBIT,8
"RABIN, GRETTA",8
"DEWITT, LUCIUS",8
"DWYER, MARISSA",8
THINGEE,8
BIANDU,8
RAPTOR II/PROFESSOR ,8
CAPTAIN MANHATTAN,8
"TYNE, ELIZABETH/JANI",8
DOMINUS II,8
SIEGE/JOHN KELLY,8
BOMBADIER/,8
SYNAPSE/,8
"CARLTON, LUCY",8
"COWEN, ELAINE",8
"BANTOCK, LT. OLIVER",8
CARETAKER,8
"STRONG, MARTIN HENRY",8
"BERNSTEIN, EMMA WEBS",8
VICTORIUS/PROF. VICT,8
"RHODES, MRS.",8
TRACKER,8
"CONWAY, GERRY",8
"BUCKNER, GRANT",8
EQUINOX/TERRY SORENS,8
SUPREME COMMANDER,8
"EPSTEIN, PROF. NORA",8
"EPSTEIN, MRS.",8
CAPTAIN WINGS/,8
STITCH/,8
DOC,8
DEATHSHIELD/,8
URSULA,8
"SPECTRUM, SINCLAIR",8
VIBRAVORE,8
THERMO/DR. WALTER MI,8
BLOODHOUND/,8
REVELATION II/,8
"KNIGHT, LEO",8
"FATE, IAN",8
YGMLOSVORRAICH,8
ALIST,8
ISBISA/DR. SANDERSON,8
"MALONE, JULIUS",8
FROH,8
MALTZ,8
AMENHOTEP,8
IMPACT/,8
IKONN,8
ICON/DR. U'MBAYA A'K,8
"OXNARD, PHIL",8
MARIK,8
ANAIS,8
"MARLOWE, STEVE JR.",8
HYENA/HENRY MORTONSO,8
FUTURIST,8
"HUNTER, IAN",8
"MASON, WANDA",8
"HUGO, CAPTAIN EDVARD",8
"ANDERSON, CHARLES",8
"WALKER, SHERIFF CHAN",8
"JAKES, JUDSON",8
ATLAS III,8
JORRO,8
K'RIN,8
VOR/TEX,8
AINET,8
AUTOLYCUS,8
PELIALI,8
LOCKDOWN,8
"JOSTEN, CARL",8
PEARLA,8
"JONES, WILLIAM",8
MADAME ROSE,8
VULTURE II/BLACKIE D,8
LONKARR,8
"LUCAS, JAMES",8
"LUDLUM, ROSS",8
JOCASTA II,8
ALBERIK,8
"FORTHWARD, KENT",8
MADAME MASQUE V,8
OSHIMA,8
MASTER OM,8
"GALANNAN, BILL",8
WHEELER,8
"HANRAHAN, GORDON",8
HAMMER/LEROY JACKSON,8
"HALL, MORGAN",8
"MORRISON, AMANDA PAY",8
"MORRISON, JESSICA",8
MOTHER OF PEARL/,8
ARCTURUS,8
MR. DOLL/NATHAN DOLL,8
MR. PAYBACK/,8
MOONDARK,8
GIGANTUS,8
MUNSON,8
"MURPHY, JOBOA",8
MYSTERIUM/DR. JOSEPH,8
N'GAMO,8
"GRIMM, JAKE",8
ARYAN,8
"NASH, SABRINA",8
"WARKOVSKY, SEN.",8
APOSTATE,8
"GALLAGHER, BOB",8
"ANON, LORD",8
"MCCULLOUGH, DR. ANDR",8
"HOARD, JOSH",8
"MCPHEE, LOUIE",8
"MEACHUM, HAROLD",8
"HENDERSON, CAROL",8
METALSLASH/,8
"MIFUNE, DR.",8
"MILLER, TRACE",8
WILD ONE,8
"HARRIS, BERNARD",8
"GARRISON, DR.",8
GATTLING/,8
MINOTAUR,8
HAV-ROGG,8
"GAULTHING, ANDERSON",8
HATCHET MAN/HACHIMAN,8
MO,8
"HARVEY, SUE",8
"VON RICHTOFEN, LT. M",8
ITZAMNA,8
ZARATHUSTRA,8
"FERGUSON, ISABEL",8
FIM,8
"KETCH, BARBARA",8
KARMA 2013,8
PHAE-DOR,8
"LAU, KING",8
"AGEE, REBECCA",8
"KOPPISCH, DR. ERIC",8
"KRIEGHUND, COL.",8
PHEMOUS,8
"PINKERTON, PERCIVAL ",8
PICARO/FELIPE,8
"LANSING, CHERYL",8
"LEONARD, DR.",8
"FITZGERALD, KENNY",8
"LEVESSEUR, LARENT",8
"KENNEDY, LOUISE",8
"KIMBLE, DR.",8
"KITAGOWA, DR. KITTY",8
"KUROV, WASSILY",8
KIRKEGAARD,8
POPE,8
"KILLBURN, MACK",8
"KARLSON, KAREN",8
"ZAMORA, PETE",8
AZAZEL,8
FIN/PETER NOBLE,8
"KILLBREW, DR.",8
LA NUIT,8
KING GEORGE VI,8
FENWAY,8
"KNOBLACH, GLORIA",8
"ZELIG, LON",8
ZANKOR/JAY STEVENSON,8
PLASMA WRAITH,8
KOMODO,8
KINLAN KARTH KITH,8
"LIN, MEI",8
KICKBACK/RICHARD,8
LANDA,8
"DAKOR, YOGI",7
KING CADAVER,7
SCORPIO III/MIKEL FU,7
"WIDDOWS, SGT.",7
TULAK,7
BENCHLEY,7
ANTI-VISION,7
"BROOKS, ANNA",7
MINXI [INHUMAN],7
ZEY-ROGG,7
STILETTO II/,7
"BENDIX, DR. ALBERT",7
TU,7
SHIGARU,7
"CROSS, HAROLD",7
SYPHONN,7
"HINKLEY, ADMIRAL",7
SHARK/,7
CRUSADER II/ARTHUR B,7
"HIBBERT, ELLEN",7
"CUMMINGS, DIANE",7
SHADOWCASTER/,7
"WILLIAMS, MRS.",7
"SEWARD, ELISABETH",7
METABO,7
MIBA,7
HELKOOKY,7
MICHELLE,7
T,7
CYRA [ASGARDIAN],7
BROTHER VIRGIL,7
CYTTORAK,7
"D'ALEXIS, AMBER",7
T'KYLL ALABAR,7
"TERREL, DEBORAH",7
HARPY II,7
DANTE,7
MR. SCRATCH II/BLISS,7
ULTARNT,7
"DEGANN, KRIS",7
"DEKKER, GENERAL LYLE",7
"DEL HIERRO, BLANCA",7
BEAR/,7
"MURDOCK, MATT | TIME",7
"ARLINGTON, DR. MARCU",7
TECHNOSPIKE,7
MUSTANG/,7
"MYLZOB'RYN, CHIEF",7
"DEPALMA, MR.",7
DESAK/DESAK STERIXIA,7
ARMAGEDDON,7
UNICORN III/,7
"KNUTZ, CINDY",7
"KNOBLACH, HANS",7
BATAL/,7
BASILISK III/,7
GRANITOR,7
"RILEY, JACK",7
GOLDIELOCKS/,7
GOG II,7
ARVAK,7
RYDER,7
"WEYING, ANN",7
TURK II,7
KORREK,7
BELLADONNA,7
"SCARLOTTI, MICHAEL J",7
ANVIL/JOHNNY ANVIL,7
"BRICKMAN, GLORIA",7
ANGEL 2013,7
HARMONY,7
HARDWIRE/,7
KIRIGI,7
"HANRAHY, JIM",7
"TANNER, JACKO",7
"MORAN, KEVIN",7
SARDAN,7
HAMMER II/,7
BORROB,7
"SANDOVAL, JULIANA",7
WHITE DRAGON,7
HACK/,7
BRAHAMS,7
"SAINT, JOHNNY",7
"TAYLOR, JACK",7
DEATH'S HEAD,7
ARIES III/,7
"BRADDOCK, JOHN",7
SHIN,7
"TRASK, DR. DONALD TR",7
THAIS,7
CATWALK/KIMBERLY DEE,7
AJES'HA,7
YANDROTH,7
"ST. GERMAINE, COMTE",7
"JONES, DRUCILLA",7
XYOSS,7
"LOVECCHIO, ARGUS",7
CHAKA KHAN II,7
"LUBOWSKI, LUGWRENCH",7
LEVIATHAN IV,7
KARYGMAX,7
SPORE,7
SPIRAL II/ESTELLE GE,7
"CHALMERS, MR.",7
JENSKOT/ALIYA,7
"CHAR, BRON",7
CHARLIE,7
BLACK TARANTULA/LAMU,7
"CAGLIOSTRO, ALESSAND",7
"SPETSBURO, GEN. YURI",7
JAVELIN/DARIN,7
SPEAR,7
"SPAULDING, JILL",7
SOUNDBYTE/,7
"CENTURY, TURNER D.",7
"THORPE, GAVIN",7
ALIOTH,7
STAMPEDE/,7
STINGER II/,7
LIZARD II,7
STINGER IV,7
YETRIGAR,7
STELLARAX,7
AGON,7
"STEELE, SIMON/WOLFGA",7
KALI,7
STONE II,7
CARLY,7
STEEL COLLAR,7
"CARPATHIAN, ANDREW",7
LOBO III,7
"LIPTON, TRENTON III",7
"STARR, AARON",7
"STONE, MARGARET",7
YONDU/YONDU UDONTA,7
STARHAWK II/ALETA OG,7
"CASIOLENA, QUEEN",7
CAT BURGLAR,7
"YORK, SANDY",7
"THORPE, GORDON",7
CATHERWOOD,7
CHROME/,7
BLACK MARVEL/DAN LYO,7
CRIMSON DYNAMO VIII/,7
TOOTHGNASHER,7
"COLLINS, EMMA",7
WONG CHU,7
"BURKE, GWYNETH",7
HUNTER/JAEGER,7
"LANG, TIMMY",7
TORQUE II,7
"MARTINEZ, AKASHA",7
CONSUMPTION,7
ZEALOT/MOREAU,7
SURESHOT,7
"HU, DR.",7
WOLF SPIRIT/OWAYODAT,7
MASTER MONARCH/,7
CORONER,7
HOTAMITANIO,7
ZEITGEIST II/AXEL CL,7
"KALE, NAOMI",7
"ANDERSON, NICKY",7
HOLY/FATHER HECTOR R,7
"HOLKAR, DR. SHYAM",7
"BERGLUND, GEN.",7
CRIMSON DAFFODIL,7
"MCGIVENEY, BULL",7
"BURKE, JOB",7
TOMAZOOMA II,7
"LENO, JAY",7
"LARROCA, SALVADORE",7
MADMAN/PHIL STERNS,7
"JAMESLEY, ALOYSIUS R",7
TITHE COLLECTOR,7
ZA'KEN,7
JAGGED BOW/,7
"LEEBRE, VEEDA",7
JACKAL II/WARREN,7
CLEOPATRA,7
MAGOG II,7
DISPROSIUM,7
"ALLEN, TERRY",7
BLACK HOLE/MORTON KI,7
COBWEB,7
MALEVOLENCE,7
"SMITH, MANDY",7
INTELLIGENTSIA,7
"STYGE, REV.",7
ZANIAC/BRAD WOLFE,7
"COFFIN, WARDEN JOHNS",7
"TOLLIVER, SHERIFF JO",7
SLUJ,7
"LATHAM, JORGE",7
BLACK AVENGER/JERRY ,7
"GNUCCI, MA",7
"WILLIFORD, BRENT",7
"O'DONNELL, EAMON",7
FLYING FOX,7
"RAND, HEATHER DUNCAN",7
"GENUARDI, MR.",7
VARGAS,7
"PEARSON, AUBREY",7
"BAILEY, JOEY",7
NUNTOO,7
PYRE,7
"PENNINGTON, AUDRA",7
ELITE/,7
"GLEASON, KAREN",7
AUNTIE FREEZE/,7
"WANG, LI",7
PESTILENCE | MUTANT ,7
"WANG, VICTORIA VICKY",7
"FLORES, DAHLIA",7
EPHESUS,7
"EPSTEIN, MORRIS",7
RED SKULL II/ALBERT ,7
PHAT/BILLY BOB REILL,7
"PHILLIPS, HANDSOME H",7
RAMSHOT/,7
QUEEN OF STAR SWORDS,7
DOCTOR DREDD,7
ATOM SMASHER II/,7
"RAINBOW, BECKY",7
RAI,7
"DURAN, CONAL",7
RAHL,7
NOTE,7
RAMA KALIPH,7
BARRIER/,7
"REILLY, MAVIS",7
"PACE, MICHAEL",7
"RENO, AGENT",7
PATCHWORK/KYLE BARKE,7
"RACAL, CONSTANTIN",7
"GEORGE, DAVID LLOYD",7
"FORTUNATO, JAMES",7
"RAMOS, ROGER",7
"QUINN, MR.",7
QUIET BILL,7
"BANNERJEE, DR.",7
EKAK,7
PATCH II,7
"PRYDE, TERRI",7
"REINMAN, PAULA",7
DR. MIDAS/,7
RAVENWOOD,7
FIREFIST II/,7
VITCHEN,7
"O'NEIL, BRIDGET",7
FIELDER,7
"POWELL, AMY",7
"NYLES, JENNIFER",7
PROFESSOR X | EARTH ,7
"NITAL, DR.",7
"O'CONNOR, A.C. ACE",7
VISALIA,7
"GARCIA, REV.",7
PIGSKIN/,7
VIENNA,7
"AYALA, NESTOR",7
ASTARTE,7
OLALLA,7
"GARRETT, JOHN",7
"FITZGERALD, MOLLY",7
"POWER, DR. MAX",7
PRINCE BAYAN,7
RAZORFIST II,7
"MARCEAUX, BELIZE",6
"MARSHALL, GRANT",6
AMERICOP/,6
SKUL/JOHN SKULINOWSK,6
BARKER,6
SEDNA,6
DIZZIE,6
RAZORFIST ROBOT,6
"SKIN, NYLA",6
TORG,6
"MARLOWE, STEVE",6
FUSION/MARKLEY,6
MELTER II/BRUNO HORG,6
OBLITERATOR [ELDER],6
"GATZ, WILLIAM BILLY",6
MALICE,6
PANTHER CUB/,6
"O'HOOLIHAN, SERGIUS",6
DANIA,6
"HATORI, DESMOND",6
TUPA,6
INNARDS,6
"FROST, DEACON",6
DAKINI,6
RAMAN,6
DAGGER/TANDY BOWEN |,6
WALLOP/WALTER DESTIN,6
"IGOE, MAX",6
"COLLINS, BRADBURY",6
OGRE II,6
SLADE,6
P,6
MIND'S EYE/MEACHAM,6
HUNGER,6
"MARTELL, SHIELD AGEN",6
MENTUS,6
HOBGOBLIN III/LEFTY ,6
SHOTGUN II/WALKER,6
"FREDERICKSON, KOLINA",6
CRIMSON DYNAMO/PROF.,6
"CUSSLER, PHILLIP",6
"MCKENZIE, LEONARD",6
CRIX,6
"GAMELIN, JOHN T J.T.",6
"MCPHAIL, NATALIE",6
MILLENNIUM MONARCH,6
RAVAGE/PROF. GEOFFRE,6
"MEER, MAX",6
ANGKOR,6
MEME,6
WIND-WARRIOR/PAMELA ,6
"MELLACE, TONY",6
"SHARP, TRINA",6
"GANNON, RICH",6
SHADOW KING | MUTANT,6
HELLSCOUT/KENNETH TE,6
SHRINE,6
OLIVIER,6
OWAYODATA,6
HUNGYR,6
"ANGSTROM, EARL",6
HULK IV,6
"SIMPSON, CRASH",6
GABRIEL III,6
BERSERKER,6
METOXO,6
BARAK,6
"HONIKAWA, SHO",6
SETH III,6
"OSBORN, EMILY",6
CRAZY EIGHT/LESLIE A,6
MAULER/BRENDAN DOYLE,6
SIFFROR,6
"HOLDSWORTH, PARKER",6
"MCBRIDE, MARTHA",6
SHOT/,6
"WATANABE, EMMALINE B",6
"PARADY, CAPT. RONALD",6
LEGS/,6
"KILGREW, BASIL BETA ",6
"ZEITGEIST, NICOLA",6
BUEL,6
BLUE BULLET/PROF. JO,6
"PINKERTON, RUDY",6
"BUMPO, MR.",6
"LEASH, MICAH",6
KEKA' AKELUAK,6
KEEPER OF THE COMICS,6
BUZZARD,6
STRONTIUM-90/,6
"IRONWOOD, CISSY",6
"YUAN, ANNIE",6
LEVIATHAN,6
"THORPE, LUKE",6
"CANDLER, OWEN",6
"PETROVITCH, DMITRI",6
"LIN, PAULA",6
"LINCOLN, WILLIAM WIL",6
PULSAR II/LAN,6
CAPTAIN RECTITUDE,6
"LITTLETREE, LINDA",6
PRODIGY/,6
FIREFALL/KARAS,6
FIREFALL III/ARCHIE ,6
FAGIN,6
TENEBRAE,6
BOULDER/,6
KNIGHT ERRANT/MATSON,6
8-BALL/,6
A,6
BOX II/JERRY JAXXON,6
"ABBOTT, JACK",6
"BRAITHWAITE, JUDGE R",6
"BRANDEIS, CAMMY",6
ZOM,6
BRASS BISHOP/,6
BRASS/SEAN WATANABE,6
PRESIDENT ITOES [TRI,6
TANGERINE 2013,6
"POGUE, BARTON",6
KRONITT,6
ABOMINATRIX,6
"BRIGGS, AGENT",6
BONITA,6
"TAL, GENERAL",6
KRUSH,6
BACILLUS,6
"CARBONE, SALVATORE",6
"STEWART, MARY",6
"CHAKARA, KANU",6
FOROPULIST,6
LURKING UNKNOWN,6
SPLICE II/,6
SPIKE,6
SPEEDFREEK/SHAPPE,6
CHECK,6
JAVITZ,6
"PARRISH, MAX",6
MADAME MASQUE IV,6
"ALBUQUERQUE, JEREMIA",6
"DANIELS, BRIE",6
"SOTO, BERNARD",6
"JANSON, DR. ANDREA",6
RADION,6
WRANGLER II/EMILY DO,6
DUSK III,6
MAGMA II/JONATHAN DA,6
"SNOW, VICTORIA",6
JACKKNIFE/JACK COLE,6
RAGGADORR,6
SNARE,6
JIOMO,6
"JONES, JOHN",6
"KAISHEK, KIA",6
"PATTERSON, JACK",6
"KAISHEK, HAAN",6
"PENDRAGON, ARTHUR",6
"LOBO, LUCKY",6
VESPER,6
JURIAS,6
LOCKHEED | MUTANT X-,6
"JOSTEN, LINDY",6
LOGA,6
"STAR, JOAN",6
LOGOS,6
CAT II,6
"AUSTIN, GEN.",6
JORNICK,6
CAT KING,6
QUARK,6
"STALIN, JOSEF",6
"LOPEZ, MARIA",6
EL UNO,6
VULTURE III/DR. CLIF,6
LORD KARNAJ,6
CEREBRO MARK XIII | ,6
"WALDERS, BEATRICE",6
WONDER MAN 2010/SIMO,6
"WEST, DALE",6
MR. FEAR/ZOLTAN DRAG,6
RU,6
"WEASON, SENATOR",6
"HARDY, STAN",6
"HALFTREE, HORACE",6
"MULDOON, TEXAS JACK",6
"RUIZ, RHYTHM",6
"DEVERAUX, INSPECTOR ",6
"WESSEL, HARRY",6
GRENDEL'S MOTHER,6
TYPHOON/,6
WAYOPEX,6
BEAST 2013,6
GULADKIN,6
UTGARD-LOKI,6
DEX,6
DEADMAKER/GREGORI AN,6
MR. MOBIUS,6
"SANDERS, DET. NAPOLE",6
DONAR,6
"MUNDY, SHANE",6
"DELGADO, LUZ",6
"DAVIS, ABBY",6
WEED,6
"WEISS, KONRAD KONNIE",6
DAY,6
"REVER, BRAD",6
SATANA,6
"ROSE, MICHKA",6
ASANO,6
"ROSE, HENRIETTA",6
NURIL,6
"DE LA SPIROSA, COUNT",6
N'GASSI,6
REVERB,6
"ROOSEVELT, FRANKLIN ",6
SARIEL,6
DOUGHBOY,6
"DOCTOR, DR. JOSHUA",6
"GILBERTI, ROSE",6
WENDIGO V/ANDRE,6
DEADEYE/,6
"DOCKERY, RUPERT",6
"DENNEHY, ROBERT",6
"BARTLETT, STU",6
BARRACUDA/,6
ARROW,6
GORN,6
SAMMAEL,6
WHISPER II/,6
GLITCH/CHARLES J. AM,6
HARVEST II,6
GOMURR,6
NIGHT FLYER,6
"NICHOLS, TOM",6
SALOME,6
"GOONER, MELVIN",6
"ASHER, CARL",6
"GUTHRIE, JOELLE",6
"DEANGELO, DEVLIN",6
BARON MACABRE/,6
"HAGER, GENERAL",6
"DIBBS, LIONEL",6
"DIRKSON, GUS",6
SANCTION/AARON,6
"WATANABE, YUJI",6
"DIEGO, MANUEL",6
"LOVEJOY, FRANKLIN",5
LORVEX,5
"PATILIO, MARIE",5
ALPHA,5
PAIN,5
"MURDOCK, BATTLING JA",5
WENDIGO VI/LARRY,5
W'KANDRO,5
TYRUS,5
SAINT ELMO,5
MAN-OF-WAR,5
"TIERS, MICHELLE",5
"PATTON, JESS",5
LORD LEADER,5
IDNAR,5
SLICK,5
IDRIS,5
"PACKER, ARTIE",5
"LONGBOW, DESIREE",5
COLD WARRIOR,5
WORD,5
"JORDAN, HAL",5
ELAMRON,5
STALKING FOX,5
"ASBERY, SHAMARI",5
"LOPEZ, ANGELA",5
"STAHL, VERONICA",5
"LOPEZ, ANTONIO",5
"VAZIR, DR.",5
"STACY, HELEN",5
ROTWRAP,5
LYLLA,5
EEL III,5
"DELAZNY, CHARLES L.",5
SMASHER III,5
SOTEIRA,5
SORROW/,5
SOMON,5
"DUNER, MAJOR",5
SOMBRE,5
WALKER,5
DEATH STING/MIRANDA ,5
"MADSDEN, TREVOR",5
"CIRE, EZRA",5
"COFFIN, RAY",5
MR. X,5
MR. DEATH,5
FRANKENSURFER/BORGO,5
REM-RAM/,5
"CLAYTON, KATRINKA JA",5
DEATHRAVEN/JOSHUA RA,5
JACK SERIOUS/DR. JOH,5
"REISS, JACOB",5
BLACK KNIGHT VI/PROF,5
"GILBERT, PROFESSOR G",5
JANUS II,5
"JERICHO, JUSTINA",5
UNCLE PYKO,5
"VERMICELLI, GIANNI",5
CHAOS/DANIEL DASH,5
"MACENDALE, KAREN",5
"CHAPMAN, GEN. ULYSSE",5
ECLECTA/,5
"QUINN, MIRANDA/M'RYN",5
ECHO/MAYA LOPEZ,5
"JEFFRIES, MAGGIE ",5
"WERNER, P.D.Q.",5
ECCE [WATCHER],5
DEIMOS,5
"PARKS, JOE",5
"CHEN, DR.",5
DOMINUS,5
SAINT ANNA,5
INFOMORPH,5
"CHIANG, PROF.",5
"FORTUNATO, MARY",5
SOULFIRE/JASON MALDO,5
WARGOD/MORA HAGER,5
BLACKWELL,5
FOOLKILLER III/KURT ,5
NECROMANCER/DR. STEP,5
DIAMONDBACK,5
SWEEPZWEAK,5
"FISHER, PROF. FRANCE",5
SUZIE,5
"BUCHANAN, SAM",5
KHOON,5
"ADAMS, MARTHA",5
"BUCHOVITZ, STANLEY &",5
EXALTED ONE,5
LANDSLIDE,5
"BUKOWSKI, BUCK",5
BLOODWING [SHI'AR],5
TEUTONIC KNIGHT/FRAN,5
BUMPKIN,5
"GREEN, ARNIE",5
"LAO-TSE, GEN.",5
"ETZION, GENERAL",5
AGAMEMNON,5
BLOOD SPIDER/,5
"ROBERTSON, PROF. BOB",5
"SUMMERS, PHILIP",5
"ESSEX, REBECCA",5
"THOMAS, KIM HO TWAE",5
BLOK,5
"KILGREW, GERARD",5
ZET,5
VOID,5
"TANNEN, PAUL",5
DIRTY WOLFF,5
NINGAL,5
"KOLE, MICHELLE",5
AZURE,5
POWDERKEG II,5
NIGHTCRAWLER 2013,5
TEQUILA/,5
KRAGAR,5
"KRAGG, GEN.",5
TAREE,5
KREE IRON MAN [KREE],5
GORILLA-MAN,5
PISTON/ANDREI SEMYAN,5
PO,5
KROTOK,5
FIN FANG FOOM | MUTA,5
"TAKIMOTO, RON",5
"KRYPT, DR.",5
"TAKACHIHO, MRS.",5
ACROBAT/CARL ZANTE,5
TABULA RASA,5
PRINCESS NEPTHYS/SAN,5
RIOT/HEIDI SLATKIN,5
BROTHER WONDERFUL/DR,5
LEAP FROG/LANG,5
"BUSIEK, KURT",5
"REVER, DAN",5
"PEREZ, DET. CECILIA",5
NOCTURNE II/ANGELA C,5
"ROMANOV, MICKEY",5
"STEWART, MADDIE",5
FLUFFY,5
STERN,5
"CARDENAS, PACO",5
STERLING,5
"STEPHANAPOULUS, COSM",5
"CARDINALE, CARLOS",5
"CARLTON, JAKE",5
KAA,5
PURSUER,5
PULSE/,5
UNDERTAKER/CONRAD EI,5
"LO, JIMMY",5
"BLACKWOOD, JENNY",5
K'AD-MON,5
"MANNING, DR.",5
"STARR, JACQUELINE",5
"CARTER, BRAD",5
"CARTER, SHARON II",5
ROSE III/,5
YELLOW CLAW ROBOT,5
PECOS BILL,5
"CARBONE, JULIUS",5
PULSE II/,5
KEERG,5
"EPURER, GISCARD",5
"BLISS, BONNIE",5
VIDAR,5
GRESIG,5
NANABOZHO,5
BYRRAH | HEROES REBO,5
"KAUR, BENAZIR",5
KATU,5
KATSU'TA'RO,5
THOR | EARTH 253,5
"STROUGHTON, WILLIAM",5
"WEALS, MELVIN J.",5
BATTERING RAM,5
"FLORES, SHANICE",5
PSYLOCKE 2013,5
NAMELESS ONE II,5
"ROGERS, CAPT. STEVEN",5
CAPRICORN II/,5
"ROGERS, W.T.",5
"DEUTSCH, GEN.",5
ARMAGEDDON MAN,5
DOCTOR MANDIBUS,5
CAPTAIN POWER/DR. CH,5
"STITHY, THEODORE",5
CAPTAIN TERROR/DAN K,5
COLLETTE,5
"FENTON, BARNEY",5
SAKAA,5
SCARBO,5
"BAPTISTE, TANTE MATT",5
"RAVEN, SABBATH",5
"SENYAKA, TIA",5
SERAPH,5
MOLGOTHA,5
MATADOR/MANUEL ELOGA,5
DARK HUNTER,5
"HELLER, DR. JOSEPH",5
"HELLER, ERIC",5
MAUVIUS,5
"RAYMOND, HENRY/ADAM ",5
ORWELL,5
"HOLLISTER, SHERIFF",5
"RASPUTIN, LUCIFER",5
SIBERION,5
SILVER FOX/BAYAN,5
MASTER TWELVE,5
"OSBORN, NORMAN",5
RAZORFIST,5
HUMAN ROBOT,5
"WALSH, CAPT. ALEXAND",5
"SIMS, EZEKIEL",5
"MASON, JOHN",5
"BARRANCO, MARIA ESME",5
OTHER II,5
GEIGER/DELILAH DEEDE,5
DREADNAUGHT,5
"TOWNSEND, CHRIS",5
"SENREICH, GUNTHER",5
"OSNICK, OLLIE",5
SILVER SURFER | MUTA,5
ANOMALY III,5
COPPERHEAD/LAWRENCE ,5
"MCBRIDE, BEATRICE",5
"MCCAMBRIDGE, MEGAN",5
SINTARIIS,5
SHAARA,5
ANGEL DOPPELGANGER,5
TRITON | MUTANT X-VE,5
"BENWAY, DR.",5
"VANE, ROGER",5
WING,5
CROSSBONES II/,5
"BERDITCHEV, ITZHAK",5
"WILSON, DUBOSE",5
MOON WOLF/,5
"SHAW, OBADIAH",5
VAGUE/,5
CROSSBOW,5
"WHITE, JONATHAN",5
"SHAPANDER, KARIMA",5
SHARYD/CONAL,5
"SHERIDAN, LEAH",5
"GANGER, CARMEN",5
HO YINSEN,5
"MCHELE, JEREMY",5
"OLLSEN, BO",5
MONSTER FROM THE LOS,5
"BEERE, JASON",5
"GALVIN, TOMMY",5
"BENNY, JAKE",5
DRAGONHEAD,5
"HANCOCK, CALISTA",5
"HANSEN, BILLY",5
"CURSON, LT. TARA",5
SHADOWKNIGHT/RANDALL,5
"WILMOTT, DR. KEITH",5
"HENDERSHOOT, COLONEL",5
"CROSS, GENEVIEVE",5
"MCMURRAY, YVONNE",5
MARVEL BOY VIII/NOH-,5
CYCLOPS II,5
SAMA-D,5
"MARTINEZ, MR.",5
WALRUSS,5
"ICHIHARA, SHIGERU",5
"CONCIERGE, LE/",5
SISTER MARIA,5
"WIGGINS, TRACY",5
"TULLY, DEREK",5
AMERICAN SAMURAI/,5
ANSWER II/DAVID FERR,5
AMINEDI,5
"MANTONE, JORGE",5
COMMANDER BLAZE,5
REI,5
"SANDHURST, VINCENT",5
SAMHAIN,5
SANDMAN DOPPELGANGER,5
"ANTOINETTE, MARIE",5
HAUPTMAN,5
G'RATH,5
COMPUTO,5
SEER,5
WARLORD,5
TUMBLER/JOHN ROBERT ,5
TURMOIL,5
TUTINAX,5
ICONOCLAST,5
DR. MIME,5
NULLITRON,5
MIRAGE III/MARGE,5
"BRANDEIS, PROF. HENR",4
GLOB/DR. SUMNER BECK,4
"FIDDLER, BARNEY",4
GRID,4
TRUMP/,4
GAR-TOOM,4
CURSED LOTUS,4
BRANNEX,4
"DARKOVER, PROFESSOR ",4
SHADOW QUEEN/SHIALMA,4
MONSTROID/BALIOX/7NH,4
NAUTILUS,4
"PORTER, KIM",4
"LEE, LITTLE LARRY",4
BRAHMANES,4
FIXER/SWEENEY,4
VOID-EATER,4
"REAVES, VERNON",4
"NASH, JOHN JOHNNY TH",4
GARABED/BASHUR,4
KRAA,4
WILLIS,4
"HENSHAW, CURTIS",4
STYX II,4
"KOWALSKI, TRISH",4
DAI-KUMO,4
FLARE/,4
DICE/ROB FORTUNE,4
ZOOG [KYMELLIAN],4
"PEYER, DANNY",4
