,Name,Identity,Alignment,Gender,Status,Year
410,Alda Huxley (Earth-616),No Dual,Good,Female,Living,1999.0
411,Aldebron (Earth-616),,Bad,Female,Living,1995.0
412,Alden Maas (Earth-616),,Bad,Male,Deceased,1984.0
413,Alder Revery (Earth-616),,Bad,Male,Living,1990.0
414,Aldo (Earth-616),,Good,Male,Living,1995.0
415,Aldo Ferro (Earth-616),Secret,Bad,Male,Deceased,1992.0
416,Aldo Moomjay (Earth-616),,,,Living,
417,Aldo Zane (Earth-616),Secret,Bad,Male,Living,1989.0
418,Aldrich Killian (Earth-616),No Dual,Neutral,Male,Deceased,2005.0
419,Aldrif Odinsdottir (Earth-616),Secret,Neutral,Female,Living,
420,Aldvi (Earth-616),,,Female,Deceased,2013.0
421,Alec Dalton (Earth-616),Secret,Good,Male,Living,1993.0
422,Alec Eiffel (Earth-616),No Dual,Bad,Male,Living,
423,Alec Maloni (Earth-616),No Dual,Good,Male,Living,1996.0
424,Alec Thorne (Earth-616),Secret,Bad,Male,Deceased,1983.0
425,Alec Wright (Earth-616),No Dual,Bad,Male,Deceased,1941.0
426,Alecto (Furies) (Earth-616),,,Female,Living,1968.0
427,Alecto (Inhuman) (Earth-616),Secret,,Female,Living,2005.0
428,Alecto (Red Slayer) (Earth-616),No Dual,Neutral,Male,Living,1971.0
429,Aleister Kane (Earth-616),No Dual,Good,Male,Living,1990.0
430,Aleister Ravenna (Earth-616),,,Male,Living,1980.0
431,Alejandra Blaze (Earth-616),Secret,Neutral,Female,Living,2011.0
432,Alejandro Cortez (Earth-616),Public,Bad,Male,Living,1973.0
433,Alejandro Montoya (Earth-616),Secret,Good,Male,Living,1979.0
434,Aleksander Lukin (Earth-616),,Bad,Male,Deceased,2005.0
435,Aleksandra Nikolaevna (Earth-616),Secret,Bad,Female,Deceased,2008.0
436,Aleksei Sytsevich (Earth-616),Secret,Bad,Male,Deceased,1966.0
437,Aleksey Lebedev (Earth-616),Secret,Good,Male,Deceased,1991.0
438,Aleph (Garden) (Earth-616),No Dual,Neutral,Agender,Deceased,2013.0
439,Alessandro Brannex (Earth-616),No Dual,Bad,Male,Living,1993.0
440,Alestaire Grunch (Earth-616),,,Male,Living,1999.0
441,Alex (Inferno Baby) (Earth-616),Secret,Bad,Male,Living,1988.0
442,Alex (Morlock) (Earth-616),Secret,Neutral,,Living,1990.0
443,Alex (Telepath) (Earth-616),No Dual,Good,Male,Deceased,2002.0
444,Alex Alaric (Earth-616),,Bad,Male,Living,1986.0
445,Alex Anderson (Earth-616),No Dual,Good,Male,Living,2003.0
446,Alex DePaul (Earth-616),,Bad,Male,Deceased,1994.0
447,Alex Flores (Earth-616),Secret,Good,Female,Living,1991.0
448,Alex Grimond (Earth-616),,,Male,Living,1993.0
449,Alex Lipton (Earth-616),Public,Neutral,Male,Deceased,1991.0
450,Alex Mitchell (Earth-616),Secret,,Male,Living,2006.0
451,Alex Nevsky (Earth-616),Secret,Bad,Male,Deceased,1969.0
452,Alex Wilder (Earth-616),No Dual,Neutral,Male,Living,2003.0
453,Alex Wildman (Earth-616),No Dual,,Male,Living,1993.0
454,Alexa Reilly (Earth-616),No Dual,Good,Female,Living,2009.0
455,Alexander Aaron (Earth-616),Secret,Good,Male,Deceased,2006.0
456,Alexander Bont (Earth-616),Secret,Bad,Male,Living,2004.0
457,Alexander Ellis (Earth-616),Secret,,Male,Living,1993.0
458,Alexander Erde (Earth-616),,Good,Male,Deceased,2009.0
459,Alexander Flynn (Earth-616),Secret,Bad,Male,Living,1984.0
460,Alexander Gentry (Earth-616),Public,Neutral,Male,Deceased,1963.0
461,Alexander Lexington (Earth-616),,Good,Male,Living,2006.0
462,Alexander Patel (Earth-616),Secret,Good,Male,Living,1995.0
463,Alexander Pierce (Earth-616),,Good,Male,Living,1988.0
464,Alexander Power (Earth-616),Secret,Good,Male,Living,1984.0
465,Alexander Ryking (Earth-616),,Bad,Male,Living,1992.0
466,Alexander Schrott (Earth-616),,Good,Male,Living,1943.0
467,Alexander Summers (Earth-616),Public,Good,Male,Living,1969.0
468,Alexander Walsh (Earth-616),No Dual,,Male,Living,1979.0
469,Alexander Woolcot (Earth-616),Secret,,Male,Living,1986.0
470,Alexander of Macedon (Earth-616),Public,Neutral,Male,Deceased,
471,Alexander van Tilburg (Earth-616),No Dual,Neutral,Male,Deceased,1979.0
472,Alexandra Draguno (Earth-616),Secret,Neutral,Female,Living,2013.0
473,Alexandra Rasputina (Earth-616),Secret,Neutral,Female,Deceased,1975.0
474,Alexei Kravinoff (Earth-616),Public,Bad,Male,Living,1997.0
475,Alexei Vazhin (Earth-616),,,Male,Living,1979.0
476,Alexei Vazhin (Robot) (Earth-616),,Bad,,Deceased,1979.0
477,Alexi Bruskin (Earth-616),No Dual,Good,Male,Deceased,1976.0
478,Alexi Garnoff (Earth-616),Secret,,Male,Living,1986.0
479,Alexi Kalishnikov (Earth-616),,Bad,Male,Living,1980.0
480,Alexi Shostakov (Earth-616),Secret,Neutral,Male,Living,1967.0
481,Alexi Skarab (Earth-616),No Dual,,Male,Living,1973.0
482,Alexis (Earth-616),Public,Good,Female,Living,
483,Alexis Primo (Earth-616),No Dual,Good,Female,Living,1992.0
484,Aleytys Forrester (Earth-616),Public,Good,Female,Living,1981.0
485,Alfeo Spinosa (Earth-616),,Good,Male,Living,1979.0
486,Alfie (Earth-616),No Dual,Good,Male,Living,1946.0
487,Alflyse (Earth-616),No Dual,Bad,Female,Deceased,2009.0
488,Alfonso Lopez (Earth-616),Secret,Bad,Male,Deceased,1997.0
489,Alfred Coppersmith (Earth-616),No Dual,Bad,Male,Deceased,1988.0
490,Alfred Gray (Earth-616),,Neutral,Male,Living,
491,Alfred Tooks (Earth-616),Secret,Bad,Male,Living,1980.0
492,Alfredo Morelli (Earth-616),Secret,Bad,Male,Living,1986.0
493,Algernon Crowe (Earth-616),Public,Bad,Male,Living,1992.0
494,Algon (Earth-616),,Bad,Male,Deceased,1974.0
495,Alhambra (Akbitana) (Earth-616),,Bad,Female,Living,1975.0
496,Alhambra (Earth-616),Secret,Good,Female,Living,1983.0
497,Ali Al-Zubaidi (Earth-616),Secret,Bad,Male,Deceased,2003.0
498,Ali Baba (Earth-616),Secret,Bad,Male,Deceased,1943.0
499,Ali Hamud (Earth-616),No Dual,Bad,Male,Deceased,1941.0
500,Ali Hassan (Earth-616),No Dual,Bad,Male,Living,1940.0
501,Ali Kokmen (Earth-616),,Good,Male,Living,2005.0
502,Ali Wazoo (Earth-616),,Bad,Male,Living,1977.0
503,Ali-Ben Ar (Earth-616),Public,,Male,Living,1986.0
504,Alibar (Earth-616),No Dual,,Male,Living,1967.0
505,Alice (Genosha) (Earth-616),No Dual,Neutral,Female,Living,1993.0
506,Alice Evans (Earth-616),No Dual,Good,Female,Living,1960.0
507,Alice Graham (Earth-616),No Dual,Neutral,Female,Living,1948.0
508,Alice Hayes (Earth-616),Secret,Bad,Female,Deceased,2003.0
509,Alice Hu (Earth-616),No Dual,Good,Female,Living,2011.0
510,Alice Larkin (Earth-616),No Dual,,Female,Living,1987.0
511,Alice Nugent (Earth-616),Public,Bad,Female,Living,1985.0
512,Alice Springs (Earth-616),No Dual,Neutral,Female,Living,1995.0
513,Alice Taylor (Earth-616),No Dual,Good,Female,Living,
514,Alice Terrel (Earth-616),Secret,Good,Female,Deceased,2011.0
515,Alice Tremaine (Earth-616),No Dual,Bad,Female,Living,2002.0
516,Alicia Downing (Earth-616),No Dual,Good,Female,Living,2005.0
517,Alicia Masters (Earth-616),No Dual,Good,Female,Living,1962.0
518,Alicia Masters (Heroes Reborn) (Earth-616),,Good,Female,Living,1997.0
519,Alisa Tager (Earth-616),Secret,Good,Female,Living,2009.0
520,Alisande Morales (Earth-616),No Dual,Good,Female,Living,2008.0
521,Alisher Sham (Earth-616),Secret,Bad,Male,Living,1993.0
522,Alison Blaire (Earth-616),Public,Good,Female,Living,1980.0
523,Alison Double (Earth-616),No Dual,Good,Female,Living,1983.0
524,Alison Kane (Earth-616),,Good,Female,Living,1993.0
525,Alison Mongrain (Earth-616),,,Female,Living,1996.0
526,Alistair (Earth-616),,Neutral,,Living,2007.0
527,Alistair Koch (Earth-616),Secret,Bad,Male,Living,1988.0
528,Alistaire Armstrong (Earth-616),,Bad,Male,Living,1997.0
529,Alistaire Smythe (Earth-616),Public,Bad,Male,Deceased,
530,Alistaire Stuart (Earth-616),No Dual,,Male,Living,1989.0
531,Alistro (Earth-616),,Bad,Male,Living,1997.0
532,Alix Buchanan (Earth-616),No Dual,Good,Female,Living,2006.0
533,Alizon Baunacha (Earth-616),Secret,Bad,Female,Living,1992.0
534,Alkali Ike (Earth-616),No Dual,Good,Male,Living,1949.0
535,Alkhema (Earth-616),No Dual,Bad,Female,Living,1993.0
536,All-Blud (Earth-616),Secret,Neutral,Male,Deceased,2012.0
537,All-Devourer (Earth-616),,Bad,Male,Living,1980.0
538,All-Mother (Sisterhood of the Wasp) (Earth-616),No Dual,,Female,Deceased,2011.0
539,Allan Lewis (Earth-616),Secret,Good,Male,Deceased,1940.0
540,Allan Rennie (Earth-616),Secret,,Male,Living,1996.0
541,Allatou (Earth-616),,Bad,Female,Living,1974.0
542,Allegra (Earth-616),Secret,Good,Female,Living,1994.0
543,Allegra Bazin (Earth-616),,,,Living,1991.0
544,Allen Crater (Earth-616),No Dual,,Male,Living,2008.0
545,Allen Marc Yuric (Earth-616),Secret,Bad,Male,Deceased,1991.0
546,Allen Rosnim (Earth-616),Public,Bad,Male,Living,1945.0
547,Allie Magruder (Earth-616),No Dual,Good,Female,Living,2000.0
548,Allison Kemp (Earth-616),,Neutral,Female,Living,2012.0
549,Allison Lange (Earth-616),No Dual,,Female,Living,2001.0
550,Allison McCourt (Earth-616),No Dual,Good,Female,Living,1985.0
551,Allo (Earth-616),No Dual,Bad,Male,Living,1993.0
552,Alma Chalmers (Earth-616),,Bad,Female,Living,1984.0
553,Aloba Dastoor (Earth-616),Secret,Neutral,Male,Living,1994.0
554,Alonzo Gonzales (Earth-616),Public,Bad,Male,Living,1945.0
555,Aloysius Jamesly (Earth-616),,,Male,Living,1988.0
556,Aloysius Kare (Earth-616),Secret,Good,Male,Deceased,1950.0
557,Aloysius Thorndrake (Earth-616),Secret,Bad,Male,Living,2010.0
558,Aloysius Vault (Earth-616),,Bad,Male,Living,1973.0
559,Alpha (Ape) (Earth-616),No Dual,Neutral,Male,Living,1969.0
560,Alpha (Mad Thinker Robot) (Earth-616),No Dual,Bad,Male,Living,1983.0
561,Alpha (Mutant) (Earth-616),Secret,Neutral,Male,Living,1974.0
562,Alpha Achromic (Earth-616),No Dual,Good,Male,Living,2012.0
563,Alpha Ray (Earth-616),,,Male,Living,2005.0
564,Alphan (Earth-616),Secret,Neutral,,Living,1991.0
565,Alphonse (Mutant) (Earth-616),No Dual,Bad,Male,Living,2004.0
566,Alphonse Frankenstein (Earth-616),No Dual,Neutral,Male,Living,1973.0
567,Alphonse LaGuardia (Earth-616),,Good,Male,Living,
568,Alphonso Mackenzie (Earth-616),,Good,Male,Living,1988.0
569,Alphonsus Lefszycic (Earth-616),Secret,Good,Male,Living,1987.0
570,Alt (Earth-616),No Dual,Good,Male,Deceased,1943.0
571,Alter Ego (Earth-616),Secret,Bad,Male,Living,2011.0
572,Althea (Earth-616),,Good,Female,Living,1979.0
573,Althea Green (Earth-616),No Dual,Good,Female,Living,2007.0
574,Altjira (Earth-616),No Dual,Good,Male,Living,1989.0
575,"Alton Osborn, Sr. (Earth-616)",,,Male,Deceased,2000.0
576,Alton Vibereaux (Earth-616),Public,Bad,Male,Living,1984.0
577,Alturi (Earth-616),No Dual,Neutral,Male,Living,2011.0
578,Alva (Earth-616),,,Female,Living,1983.0
579,Alveroz Monez (Earth-616),No Dual,Bad,Male,Deceased,1940.0
580,Alvin Barnes (Earth-616),No Dual,,Male,Living,1988.0
581,Alvin Denton (Earth-616),No Dual,,Male,Deceased,1974.0
582,Alvin Healey (Earth-616),Public,Bad,Male,Living,1986.0
583,Alvin Martinike (Earth-616),Secret,Bad,Male,Living,1946.0
584,Alyce Grimm (Earth-616),,Good,Female,Deceased,1983.0
585,Alynn Chambers (Earth-616),,,Female,Living,1983.0
586,Alysande Stuart (Earth-616),Public,Good,Female,Deceased,1989.0
587,Alyssa (Earth-616),Secret,Neutral,Female,Living,2010.0
588,Alyssa Moy (Earth-616),No Dual,Good,Female,Deceased,1998.0
589,Am (Earth-616),Public,Bad,Male,Deceased,1946.0
590,Amaa (Earth-616),,,Female,Living,1983.0
591,Amadeus Cho (Earth-616),No Dual,Good,Male,Living,2006.0
592,Amahl Farouk (Earth-616),Secret,Bad,Male,Living,1979.0
593,Amalga-Beast (Earth-616),,Bad,,Living,1967.0
594,Amalgam (Earth-616),Secret,,Female,Living,1992.0
595,Amanda Batavides (Earth-616),,Good,Female,Living,1986.0
596,Amanda Chaney (Earth-616),No Dual,Good,Female,Deceased,1994.0
597,Amanda Fairmont (Earth-616),No Dual,Good,Female,Living,1998.0
598,Amanda Fallows (Earth-616),,,Female,Living,1989.0
599,Amanda Mueller (Earth-616),Secret,Bad,Female,Deceased,2000.0
600,Amanda Reilly (Earth-616),No Dual,Good,Female,Living,2009.0
601,Amanda Saint (Earth-616),No Dual,Good,Female,Living,1973.0
602,Amanda Smith (Earth-616),,,Female,Living,1997.0
603,Amanda von Doom (Earth-616),,Neutral,Female,Living,2011.0
604,Amara Aquilla (Earth-616),Secret,Good,Female,Living,1983.0
605,Amaterasu (Earth-616),,,Female,Living,1990.0
606,Amatsu-Mikaboshi (Earth-616),Secret,Bad,Male,Living,2006.0
607,Amazo (Earth-616),,Bad,Male,Living,1946.0
608,Amazon (S.H.E.) (Earth-616),Secret,Good,Female,Living,2000.0
609,Ambassador (Earth-616),Secret,Good,Male,Living,1993.0
610,Amber (Mutant) (Earth-616),No Dual,Neutral,Female,Living,2002.0
611,Amber D\u2019Alexis (Earth-616),,Bad,Female,Deceased,1989.0
612,Amber Douglas (Earth-616),,,Female,Living,1976.0
613,Amberson Osborn (Earth-616),No Dual,Neutral,Male,Living,1994.0
614,Ambrose Meek (Earth-616),Secret,Bad,Male,Living,1942.0
615,Ambur Amaquelin (Earth-616),No Dual,,Female,Living,2011.0
616,Ame-No-Mi-Kumari (Earth-616),No Dual,Good,Female,Living,2006.0
617,Ame-no-minaka-nushi-no-kami (Earth-616),Secret,Good,Female,Living,2006.0
618,Ameiko Sabuki (Earth-616),Secret,Good,Female,Deceased,2000.0
619,Amelia Barnhardt (Earth-616),Secret,Good,Female,Living,1992.0
620,Amelia Greer (Earth-616),Secret,,Female,Living,1990.0
621,Amelia Voelker (Earth-616),No Dual,Neutral,Female,Living,1994.0
622,Amelia Voght (Earth-616),No Dual,Neutral,Female,Living,1993.0
623,Amelia Weatherly (Earth-616),Secret,Good,Female,Deceased,2004.0
624,Amergin (Earth-616),,,Male,Deceased,1982.0
625,American Panther (Earth-616),Secret,Bad,Male,Living,2011.0
626,American Samurai (Earth-616),Secret,Bad,Male,Deceased,1997.0
627,Amie Zamborano (Earth-616),Secret,Bad,Female,Living,1993.0
628,Amiko Kobayashi (Earth-616),No Dual,Good,Female,Living,1984.0
629,Amina Synge (Earth-616),Secret,Neutral,Female,Living,2006.0
630,Aminedi (Earth-616),Secret,Bad,Male,Deceased,1991.0
631,Amir (Earth-616),,Good,Female,Deceased,2006.0
632,Amity Hunter (Earth-616),Secret,Bad,Female,Living,2009.0
633,Ammo (Earth-616),,Bad,Male,Living,1988.0
634,Ammon Ra (Earth-616),No Dual,Neutral,Male,Living,1980.0
635,Amo (Earth-616),No Dual,Good,Male,Living,
636,Amodeus Q. Termineus (Earth-616),Secret,Bad,Male,Living,1998.0
637,Amon (Horse) (Earth-616),,Good,,Living,1973.0
638,Amora (Earth-616),Public,Bad,Female,Living,1964.0
639,Amora (Heroes Reborn) (Earth-616),Public,Bad,Female,Living,1996.0
640,Amos Crawley (Earth-616),No Dual,Neutral,Male,Living,1976.0
641,Amos Flood (Earth-616),No Dual,,Male,Living,2005.0
642,Amos Jardine (Earth-616),Public,Neutral,Male,Living,1978.0
643,Amp (Michelle) (Earth-616),Secret,Good,Female,Living,2008.0
644,Ampere (Circle of Pavane) (Earth-616),Secret,Bad,Male,Living,1994.0
645,Amphibian (Earth-616),,,,Living,1965.0
646,Amphibius (Earth-616),Secret,Bad,Male,Living,1969.0
647,Ampzilla (Earth-616),,Bad,Male,Living,1981.0
648,Amtor the Unspeakable (Earth-616),,Bad,,Living,1966.0
649,Amy (Earth-616),No Dual,,Female,Living,2011.0
650,Amy Brewer (Earth-616),No Dual,Neutral,Female,Deceased,1992.0
651,Amy Chen (Earth-616),Secret,Neutral,Female,Living,1992.0
652,Amy Conklin (Earth-616),,Good,Female,Living,1994.0
653,Amy Powell (Earth-616),No Dual,,Female,Living,1982.0
654,Amy Reilly (Earth-616),No Dual,Good,Female,Living,2009.0
655,Amy Stringer (Earth-616),Public,Neutral,Female,Deceased,2001.0
656,Ana (Natasha Romanoff's neighbor) (Earth-616),No Dual,Good,Female,Living,
657,Ana Cortes (Earth-616),Public,Neutral,Female,Deceased,
658,Ana Maximoff (Earth-616),,,Female,Deceased,1979.0
659,Ana Shwartz (Earth-616),Secret,,Female,Living,1997.0
660,Ana\u00efs (Earth-616),Secret,Good,Female,Living,2007.0
661,Anabolicus (Earth-616),Secret,Neutral,Male,Living,1994.0
662,Anad (Earth-616),No Dual,,Male,Living,2003.0
663,Anais (Earth-616),Secret,Bad,Female,Living,2000.0
664,Anak (Earth-616),,,Male,Living,1994.0
665,Anakalak (Earth-616),No Dual,,Male,Living,1993.0
666,Analisa Medina (Earth-616),No Dual,Good,Female,Living,1992.0
667,Ananastasia Rinaldi (Earth-616),,,Female,Living,2000.0
668,Ananym (Earth-616),Secret,Bad,Female,Living,1989.0
669,Anarchy (ULTIMATUM) (Earth-616),Secret,Bad,Female,Living,1989.0
670,Anarra (Earth-616),Public,Good,Female,Living,2000.0
671,Anastasia Kravinoff (Earth-616),Secret,Bad,Female,Living,2008.0
672,Anastasia Sablinova (Earth-616),No Dual,Good,Female,Living,1992.0
673,Anastasia Summit (Earth-616),Secret,Bad,Female,Living,1993.0
674,Anath-Na Mut (Earth-616),Secret,Bad,Male,Living,1977.0
675,Anatoly Vonya (Earth-616),,Bad,Male,Living,1992.0
676,Ancestor (Earth-616),Secret,Bad,Male,Living,1994.0
677,Andamo (Earth-616),No Dual,,Male,Deceased,1994.0
678,Anders Nobel (Earth-616),Secret,Good,Male,Living,2002.0
679,Anderson (Earth-616),No Dual,Neutral,Male,Deceased,
680,Andr\u00e9 (Earth-616),No Dual,,Male,Living,2007.0
681,Andr\u00e9 Gerard (Earth-616),Secret,Bad,Male,Deceased,1975.0
682,Andr\u00e9 Gerard (Skrull) (Earth-616),Secret,Bad,Male,Living,2008.0
683,Andras Bertesy (Earth-616),No Dual,Bad,Male,Deceased,2013.0
684,Andras Tryp (Earth-616),No Dual,Neutral,Male,Deceased,2006.0
685,Andre (Hydra) (Earth-616),No Dual,Bad,Male,Living,1992.0
686,Andre LeClare (Earth-616),No Dual,Good,Male,Living,
687,Andre LeRoux (Earth-616),Secret,Good,Male,Living,1993.0
688,Andre Mexer (Earth-616),,Good,Male,Living,2008.0
689,Andre Rostov (Earth-616),Secret,,Male,Living,1975.0
690,Andrea Benton (Earth-616),Public,Neutral,Female,Living,2013.0
691,Andrea Haggard (Earth-616),Secret,Bad,Female,Living,1991.0
692,Andrea Hobbes (Earth-616),,Neutral,Female,Living,2005.0
693,Andrea Janson (Earth-616),,Bad,Female,Deceased,1997.0
694,Andrea Margulies (Earth-616),Secret,,Female,Deceased,2003.0
695,Andrea Roarke (Earth-616),Secret,Bad,Female,Living,1996.0
696,Andrea Rodgers (Earth-616),Public,Neutral,,Living,1978.0
697,Andrea Sterman (Earth-616),No Dual,Good,Female,Living,1990.0
698,Andrea von Strucker (Clone) (Earth-616),Secret,,Female,Deceased,2008.0
699,Andrea von Strucker (Earth-616),Secret,Bad,Female,Deceased,1985.0
700,Andreas Flec (Earth-616),Public,Good,Male,Deceased,1970.0
701,Andreas Kapelos (Earth-616),,Bad,Male,Living,1997.0
702,Andreas Vadas (Earth-616),,Bad,Male,Living,2006.0
703,Andreas Zorba (Earth-616),Secret,Bad,Male,Deceased,1977.0
704,Andreas de Ruyter (Earth-616),,,Male,Living,1980.0
705,Andreas von Strucker (Earth-616),Secret,Neutral,Male,Deceased,1985.0
706,Andrei Gorlovich (Earth-616),,Bad,Male,Deceased,2006.0
707,Andrei Rostov (Earth-616),Secret,,Male,Living,1990.0
708,Andrew Bazin (Earth-616),,,,Living,1991.0
709,Andrew Benedict (Earth-616),Secret,Neutral,Male,Deceased,2001.0
710,Andrew Black (Earth-616),Secret,Good,Male,Living,1993.0
711,Andrew Blanding (Earth-616),No Dual,Good,Male,Deceased,1997.0
712,Andrew Blodgett Mayfair (Earth-616),No Dual,Good,Male,Living,1972.0
713,Andrew Booth (Earth-616),,Bad,Male,Deceased,1984.0
714,Andrew Chord (Earth-616),Secret,,Male,Living,1989.0
715,Andrew Forson (Earth-616),No Dual,Bad,Male,Living,2011.0
716,Andrew Gardner (Earth-616),,Good,Male,Living,2006.0
717,Andrew Graves (Earth-616),Secret,Bad,Male,Deceased,1993.0
718,Andrew Jackson (Earth-616),Public,Good,Male,Deceased,1990.0
719,Andrew Jackson (President) (Earth-616),No Dual,,Male,Deceased,2013.0
720,Andrew Jackson Hawk (Earth-616),No Dual,,Male,Living,1977.0
721,Andrew Kale (Earth-616),,Good,Male,Deceased,1972.0
722,Andrew Maguire (Earth-616),Public,Good,Male,Living,2012.0
723,Andrew Mussawyr (Earth-616),,Good,Male,Living,2006.0
724,Andrew Pauncholito (Earth-616),No Dual,Good,Male,Living,1981.0
725,Andrew Prentiss (Earth-616),Secret,Good,Male,Living,1993.0
726,Andrew Thatcher (Earth-616),Public,,Male,Deceased,1963.0
727,Andrew Webster (Earth-616),,Bad,Male,Living,1947.0
728,Andrex (Earth-616),No Dual,Neutral,Male,Living,1996.0
729,Andro (Earth-616),Public,Bad,Male,Living,1970.0
730,Android Man (Earth-616),Secret,Bad,Male,Deceased,1968.0
731,Andromeda (Pantheon) (Earth-616),Secret,Good,Female,Living,1993.0
732,Andromeda Attumasen (Earth-616),No Dual,Good,Female,Living,1985.0
733,Andros (Earth-616),Secret,Bad,Male,Living,1996.0
734,Andwella (Earth-616),,Good,Female,Living,1993.0
735,Andy (Angel) (Earth-616),Secret,Good,Male,Living,1983.0
736,Andy (Cop) (Earth-616),No Dual,,Male,Living,1980.0
737,Andy Crockett (Earth-616),No Dual,Good,Male,Living,1954.0
738,Andy Hartnell (Earth-616),Secret,Good,Male,Living,2004.0
739,Andy Opp (Earth-616),Public,Good,Male,Living,1949.0
740,Aneka (Earth-616),Secret,Good,Female,Living,2009.0
741,Anelle (Earth-616),No Dual,Good,Female,Deceased,1965.0
742,Angel (Barman) (Earth-616),No Dual,,Male,Living,2004.0
743,Angel (Diamond Courier) (Earth-616),,,Female,Living,2005.0
744,Angel (Fortunato's pet wolf) (Earth-616),No Dual,Bad,Male,Living,1996.0
745,Angel (Legion Street Gang) (Earth-616),,,,Living,1984.0
746,Angel (Mysterio's Robots) (Earth-616),,Bad,Male,Living,1964.0
747,Angel (Wolf) (Earth-616),,,,Living,1996.0
748,Angel Dust (Christina) (Earth-616),Secret,Good,Female,Living,2002.0
749,Angel O'Hara (Earth-616),Secret,Good,Female,Living,1974.0
750,Angel of Death (AIM Android) (Earth-616),Secret,Bad,Male,Living,1995.0
751,Angel of Death (Dark Angel) (Earth-616),Secret,Good,Male,Living,1993.0
752,Angel of Death (Dark Angel) (Earth-7888),,,,Living,1993.0
753,Angel of Death (Tavi) (Earth-616),Secret,,,Living,1973.0
754,Angel of Vengeance (Earth-616),Secret,Neutral,Male,Living,1993.0
755,Angela (Dinu) (Earth-616),,Neutral,Female,Deceased,2011.0
756,Angela (FBI) (Earth-616),No Dual,Neutral,Female,Living,2003.0
757,Angela Barbato (Earth-616),,Good,Female,Living,2001.0
758,Angela Bradford (Earth-616),,Bad,Female,Living,1998.0
759,Angela Cairn (Earth-616),Secret,Good,Female,Living,1992.0
760,Angela Golden (Earth-616),Secret,Bad,Female,Living,1991.0
761,Angela Lipscombe (Earth-616),No Dual,Neutral,Female,Living,2000.0
762,Angela Pym (Earth-616),,Good,Female,Deceased,
763,Angela Snow (Earth-616),No Dual,Neutral,Female,Living,
