Name,Identity,Alignment,Gender,Status,Year
Alphonsus Lefszycic ,Secret,Good,Male,Living,1987
Alt ,No Dual,Good,Male,Deceased,1943
Alter Ego ,Secret,Bad,Male,Living,2011
Althea ,,Good,Female,Living,1979
Althea Green ,No Dual,Good,Female,Living,2007
Altjira ,No Dual,Good,Male,Living,1989
"Alton Osborn, Sr. ",,,Male,Deceased,2000
Alton Vibereaux ,Public,Bad,Male,Living,1984
Alturi ,No Dual,Neutral,Male,Living,2011
Alva ,,,Female,Living,1983
Alveroz Monez ,No Dual,Bad,Male,Deceased,1940
Alvin Barnes ,No Dual,,Male,Living,1988
Alvin Denton ,No Dual,,Male,Deceased,1974
Alvin Healey ,Public,Bad,Male,Living,1986
Alvin Martinike ,Secret,Bad,Male,Living,1946
Alyce Grimm ,,Good,Female,Deceased,1983
Alynn Chambers ,,,Female,Living,1983
Alysande Stuart ,Public,Good,Female,Deceased,1989
Alyssa ,Secret,Neutral,Female,Living,2010
Alyssa Moy ,No Dual,Good,Female,Deceased,1998
Am ,Public,Bad,Male,Deceased,1946
Amaa ,,,Female,Living,1983
Amadeus Cho ,No Dual,Good,Male,Living,2006
Amahl Farouk ,Secret,Bad,Male,Living,1979
Amalga-Beast ,,Bad,,Living,1967
Amalgam ,Secret,,Female,Living,1992
Amanda Batavides ,,Good,Female,Living,1986
Amanda Chaney ,No Dual,Good,Female,Deceased,1994
Amanda Fairmont ,No Dual,Good,Female,Living,1998
Amanda Fallows ,,,Female,Living,1989
Amanda Mueller ,Secret,Bad,Female,Deceased,2000
Amanda Reilly ,No Dual,Good,Female,Living,2009
Amanda Saint ,No Dual,Good,Female,Living,1973
Amanda Smith ,,,Female,Living,1997
Amanda von Doom ,,Neutral,Female,Living,2011
Amara Aquilla ,Secret,Good,Female,Living,1983
Amaterasu ,,,Female,Living,1990
Amatsu-Mikaboshi ,Secret,Bad,Male,Living,2006
Amazo ,,Bad,Male,Living,1946
Amazon ,Secret,Good,Female,Living,2000
Ambassador ,Secret,Good,Male,Living,1993
Amber ,No Dual,Neutral,Female,Living,2002
Amber D\u2019Alexis ,,Bad,Female,Deceased,1989
Amber Douglas ,,,Female,Living,1976
Amberson Osborn ,No Dual,Neutral,Male,Living,1994
Ambrose Meek ,Secret,Bad,Male,Living,1942
Ambur Amaquelin ,No Dual,,Female,Living,2011
Ame-No-Mi-Kumari ,No Dual,Good,Female,Living,2006
Ame-no-minaka-nushi-no-kami ,Secret,Good,Female,Living,2006
Ameiko Sabuki ,Secret,Good,Female,Deceased,2000
Amelia Barnhardt ,Secret,Good,Female,Living,1992
Amelia Greer ,Secret,,Female,Living,1990
Amelia Voelker ,No Dual,Neutral,Female,Living,1994
Amelia Voght ,No Dual,Neutral,Female,Living,1993
Amelia Weatherly ,Secret,Good,Female,Deceased,2004
Amergin ,,,Male,Deceased,1982
American Panther ,Secret,Bad,Male,Living,2011
American Samurai ,Secret,Bad,Male,Deceased,1997
Amie Zamborano ,Secret,Bad,Female,Living,1993
Amiko Kobayashi ,No Dual,Good,Female,Living,1984
Amina Synge ,Secret,Neutral,Female,Living,2006
Aminedi ,Secret,Bad,Male,Deceased,1991
Amir ,,Good,Female,Deceased,2006
Amity Hunter ,Secret,Bad,Female,Living,2009
Ammo ,,Bad,Male,Living,1988
Ammon Ra ,No Dual,Neutral,Male,Living,1980
Amo ,No Dual,Good,Male,Living,
Amodeus Q. Termineus ,Secret,Bad,Male,Living,1998
Amon ,,Good,,Living,1973
Amora ,Public,Bad,Female,Living,1964
Amora ,Public,Bad,Female,Living,1996
Amos Crawley ,No Dual,Neutral,Male,Living,1976
Amos Flood ,No Dual,,Male,Living,2005
Amos Jardine ,Public,Neutral,Male,Living,1978
Amp ,Secret,Good,Female,Living,2008
Ampere ,Secret,Bad,Male,Living,1994
Amphibian ,,,,Living,1965
Amphibius ,Secret,Bad,Male,Living,1969
Ampzilla ,,Bad,Male,Living,1981
Amtor the Unspeakable ,,Bad,,Living,1966
Amy ,No Dual,,Female,Living,2011
Amy Brewer ,No Dual,Neutral,Female,Deceased,1992
Amy Chen ,Secret,Neutral,Female,Living,1992
Amy Conklin ,,Good,Female,Living,1994
Amy Powell ,No Dual,,Female,Living,1982
Amy Reilly ,No Dual,Good,Female,Living,2009
Amy Stringer ,Public,Neutral,Female,Deceased,2001
Ana ,No Dual,Good,Female,Living,
Ana Cortes ,Public,Neutral,Female,Deceased,
Ana Maximoff ,,,Female,Deceased,1979
Ana Shwartz ,Secret,,Female,Living,1997
Ana\u00efs ,Secret,Good,Female,Living,2007
Anabolicus ,Secret,Neutral,Male,Living,1994
Anad ,No Dual,,Male,Living,2003
Anais ,Secret,Bad,Female,Living,2000
Anak ,,,Male,Living,1994
Anakalak ,No Dual,,Male,Living,1993
Analisa Medina ,No Dual,Good,Female,Living,1992
Ananastasia Rinaldi ,,,Female,Living,2000
Ananym ,Secret,Bad,Female,Living,1989
Anarchy ,Secret,Bad,Female,Living,1989
Anarra ,Public,Good,Female,Living,2000
Anastasia Kravinoff ,Secret,Bad,Female,Living,2008
Anastasia Sablinova ,No Dual,Good,Female,Living,1992
Anastasia Summit ,Secret,Bad,Female,Living,1993
Anath-Na Mut ,Secret,Bad,Male,Living,1977
Anatoly Vonya ,,Bad,Male,Living,1992
Ancestor ,Secret,Bad,Male,Living,1994
Andamo ,No Dual,,Male,Deceased,1994
Anders Nobel ,Secret,Good,Male,Living,2002
Anderson ,No Dual,Neutral,Male,Deceased,
Andr\u00e9 ,No Dual,,Male,Living,2007
Andr\u00e9 Gerard ,Secret,Bad,Male,Deceased,1975
Andr\u00e9 Gerard ,Secret,Bad,Male,Living,2008
Andras Bertesy ,No Dual,Bad,Male,Deceased,2013
Andras Tryp ,No Dual,Neutral,Male,Deceased,2006
Andre ,No Dual,Bad,Male,Living,1992
Andre LeClare ,No Dual,Good,Male,Living,
Andre LeRoux ,Secret,Good,Male,Living,1993
Andre Mexer ,,Good,Male,Living,2008
Andre Rostov ,Secret,,Male,Living,1975
Andrea Benton ,Public,Neutral,Female,Living,2013
Andrea Haggard ,Secret,Bad,Female,Living,1991
Andrea Hobbes ,,Neutral,Female,Living,2005
Andrea Janson ,,Bad,Female,Deceased,1997
Andrea Margulies ,Secret,,Female,Deceased,2003
Andrea Roarke ,Secret,Bad,Female,Living,1996
Andrea Rodgers ,Public,Neutral,,Living,1978
Andrea Sterman ,No Dual,Good,Female,Living,1990
Andrea von Strucker ,Secret,,Female,Deceased,2008
Andrea von Strucker ,Secret,Bad,Female,Deceased,1985
Andreas Flec ,Public,Good,Male,Deceased,1970
Andreas Kapelos ,,Bad,Male,Living,1997
Andreas Vadas ,,Bad,Male,Living,2006
Andreas Zorba ,Secret,Bad,Male,Deceased,1977
Andreas de Ruyter ,,,Male,Living,1980
Andreas von Strucker ,Secret,Neutral,Male,Deceased,1985
Andrei Gorlovich ,,Bad,Male,Deceased,2006
Andrei Rostov ,Secret,,Male,Living,1990
Andrew Bazin ,,,,Living,1991
Andrew Benedict ,Secret,Neutral,Male,Deceased,2001
Andrew Black ,Secret,Good,Male,Living,1993
Andrew Blanding ,No Dual,Good,Male,Deceased,1997
Andrew Blodgett Mayfair ,No Dual,Good,Male,Living,1972
Andrew Booth ,,Bad,Male,Deceased,1984
Andrew Chord ,Secret,,Male,Living,1989
Andrew Forson ,No Dual,Bad,Male,Living,2011
Andrew Gardner ,,Good,Male,Living,2006
Andrew Graves ,Secret,Bad,Male,Deceased,1993
Andrew Jackson ,Public,Good,Male,Deceased,1990
Andrew Jackson ,No Dual,,Male,Deceased,2013
Andrew Jackson Hawk ,No Dual,,Male,Living,1977
Andrew Kale ,,Good,Male,Deceased,1972
Andrew Maguire ,Public,Good,Male,Living,2012
Andrew Mussawyr ,,Good,Male,Living,2006
Andrew Pauncholito ,No Dual,Good,Male,Living,1981
Andrew Prentiss ,Secret,Good,Male,Living,1993
Andrew Thatcher ,Public,,Male,Deceased,1963
Andrew Webster ,,Bad,Male,Living,1947
Andrex ,No Dual,Neutral,Male,Living,1996
Andro ,Public,Bad,Male,Living,1970
Android Man ,Secret,Bad,Male,Deceased,1968
Andromeda ,Secret,Good,Female,Living,1993
Andromeda Attumasen ,No Dual,Good,Female,Living,1985
Andros ,Secret,Bad,Male,Living,1996
Andwella ,,Good,Female,Living,1993
Andy ,Secret,Good,Male,Living,1983
Andy ,No Dual,,Male,Living,1980
Andy Crockett ,No Dual,Good,Male,Living,1954
Andy Hartnell ,Secret,Good,Male,Living,2004
Andy Opp ,Public,Good,Male,Living,1949
Aneka ,Secret,Good,Female,Living,2009
Anelle ,No Dual,Good,Female,Deceased,1965
Angel ,No Dual,,Male,Living,2004
Angel ,,,Female,Living,2005
Angel ,No Dual,Bad,Male,Living,1996
Angel ,,,,Living,1984
Angel ,,Bad,Male,Living,1964
Angel ,,,,Living,1996
Angel Dust ,Secret,Good,Female,Living,2002
Angel O'Hara ,Secret,Good,Female,Living,1974
Angel of Death ,Secret,Bad,Male,Living,1995
Angel of Death ,Secret,Good,Male,Living,1993
Angel of Death ,,,,Living,1993
Angel of Death ,Secret,,,Living,1973
Angel of Vengeance ,Secret,Neutral,Male,Living,1993
Angela ,,Neutral,Female,Deceased,2011
Angela ,No Dual,Neutral,Female,Living,2003
Angela Barbato ,,Good,Female,Living,2001
Angela Bradford ,,Bad,Female,Living,1998
Angela Cairn ,Secret,Good,Female,Living,1992
Angela Golden ,Secret,Bad,Female,Living,1991
Angela Lipscombe ,No Dual,Neutral,Female,Living,2000
Angela Pym ,,Good,Female,Deceased,
Angela Snow ,No Dual,Neutral,Female,Living,
Angela Stover ,,Good,Female,Living,2006
Angela Tortelli ,Secret,Good,Female,Living,1983
Angela Yin ,No Dual,Good,Female,Living,1994
Angela del Toro ,Secret,Neutral,Female,Living,2003
Angelface ,Secret,Bad,Female,Deceased,1996
Angelica Jones ,Known to Authorities,Good,Female,Living,1985
Angelica Neal ,,Neutral,Female,Living,1980
Angelina Brancale ,Secret,Bad,Female,Living,1995
Angeline Kutter ,Public,Bad,Female,Living,1992
Angeline Morrow ,,Good,Female,Living,1980
Angelo Baldini ,,,Male,Living,1968
Angelo Espinosa ,Secret,Good,Male,Deceased,1994
Angelo Fortunato ,Secret,Bad,Male,Deceased,2004
Angelo Macon ,,Bad,Male,Living,1980
Angerboda ,,,Female,Deceased,1985
Angie Huang ,Public,Good,Female,Living,
Angmo-Asan ,Public,Bad,Male,Living,2006
Angrir ,Public,Bad,Male,Living,2011
Angus MacWhirter ,,,Male,Living,1977
Ani-Mator ,Secret,Bad,Male,Deceased,1988
Anielle ,Secret,Good,Female,Living,1997
Animator ,,Bad,Male,Deceased,1992
Animus ,Secret,Bad,Male,Living,1991
Anissa Dorsey ,No Dual,Good,Female,Living,2006
Anita Dillon ,No Dual,,Female,Living,1997
Anita Ehren ,Secret,Bad,Female,Living,1986
Anitun ,Secret,Good,Female,Deceased,2008
Anitun ,Secret,Good,Female,Living,2008
Ankhi Gottberg ,Secret,Neutral,Female,Living,2002
Anky ,No Dual,Bad,Male,Living,1993
Ann Darnell ,Secret,,Female,Living,1980
Ann Fraley ,Secret,Bad,Female,Living,1986
Ann Herd ,Secret,Bad,Female,Living,1995
Ann Macintosh ,No Dual,Good,Female,Living,
Ann Raymond ,,Good,Female,Living,1969
Ann Reynolds ,No Dual,Good,Female,Living,1975
Anna ,No Dual,Good,Female,Living,1992
Anna Frankenstein ,No Dual,Bad,Female,Deceased,1944
Anna Kapplebaum ,No Dual,,Female,Living,1979
Anna Kefkin ,No Dual,Good,Female,Living,
Anna Maria Marconi ,No Dual,Good,Female,Living,2013
Anna May ,No Dual,Good,Female,Living,1964
Anna Ryker ,,Neutral,Female,Deceased,2013
Anna Twisdon ,No Dual,Good,Female,Living,1940
Anna Wei ,,,Female,Living,2001
Annabelle Adams ,No Dual,Good,Female,Living,2012
Annabelle Riggs ,Public,Good,Female,Living,2013
Annalee ,No Dual,,Female,Deceased,1985
Anne ,No Dual,Bad,Female,Deceased,1983
Anne Benson ,No Dual,Neutral,Female,Living,1961
Anne Bronson ,No Dual,Good,Female,Living,1961
Anne Drake ,Secret,,Female,Living,1984
Anne Garthwaite ,No Dual,,Female,Deceased,1987
Anne Ghazikhanian ,Public,Good,Female,Living,2002
Anne Marie Cortez ,No Dual,Bad,Female,Deceased,1991
Anne Marie Hoag ,No Dual,Good,Female,Living,1989
Anne Moore ,,Good,Female,Living,2005
Anne Norton ,Public,Good,Female,Living,1958
Anne Weying ,No Dual,Neutral,Female,Deceased,1993
Anne-Marie Baker ,No Dual,Good,Female,Living,1988
Anneka ,No Dual,,Female,Living,1986
Annie ,Secret,Good,Female,Living,2011
Annie ,Public,,Female,Living,2011
Annie ,Secret,Good,Female,Living,2010
Annie ,Secret,Good,Female,Living,
Annie Christopher ,,,Female,Living,1974
Annie Coleman ,No Dual,,Female,Living,2011
Annie Deitz ,No Dual,Good,Female,Living,1988
Annie Jones ,Secret,Good,Female,Living,1993
Annie Prazniki ,,,Female,Living,1996
Annie Richardson ,No Dual,Neutral,Female,Deceased,1981
Annie Wheeler ,Public,Good,Female,Living,1983
Annie Wong ,,,Female,Living,1979
Annihilus ,No Dual,Neutral,Male,Living,1968
Anomaly ,Secret,Bad,,Living,1991
Anpu ,Public,Neutral,Male,Living,1976
Anskar ,No Dual,Bad,Male,Deceased,1993
Anson Clinton ,No Dual,Good,Male,Living,1956
Anson Dictor ,No Dual,Bad,Male,Living,1940
Anson Harkov ,,,Male,Living,1979
Answer ,Secret,Bad,Male,Living,
Antaeus ,No Dual,Bad,Male,Living,1945
Anteus ,Secret,Bad,Male,Deceased,2000
Anthea Dupres ,No Dual,,Female,Living,1995
Anthony Baskerville ,,Bad,Male,Living,1965
Anthony Bronson ,No Dual,Good,Male,Living,2004
Anthony Coswell ,No Dual,Bad,Male,Living,1941
Anthony Davis ,Secret,Bad,Male,Deceased,1977
Anthony Druid ,Public,Good,Male,Deceased,1961
Anthony Grant ,Secret,Bad,Male,Living,1992
Anthony Holland ,No Dual,,Male,Living,
Anthony Miller ,No Dual,Good,Male,Deceased,2013
Anthony Power ,Public,Bad,Male,Living,1982
Anthony Sardo ,No Dual,Bad,Male,Deceased,1939
Anthony Serba ,,,Male,Deceased,1975
Anthony Sloan ,Secret,Bad,Male,Living,1984
Anthony Stark ,No Dual,,Male,Living,1972
Anthony Stark ,Secret,Bad,Male,Living,1992
Anthony Stark ,Secret,Good,Male,Living,2007
Anthony Stark ,Secret,Bad,Male,Deceased,2008
Anthony Zerbe ,,Bad,Male,Living,1987
Anthos ,No Dual,,Male,Living,1989
Anthropomorpho ,Secret,Neutral,,Living,1992
Anti-Being ,,Bad,,Living,1993
Anti-Cap ,Secret,Bad,Male,Deceased,2004
Anti-Priest ,Public,Bad,Male,Living,2010
Anti-Venom ,,Good,Agender,Deceased,2008
Antiphon ,,,,Deceased,2007
Antoine Delsoin ,Public,Bad,Male,Living,1978
Antoinelle Arceneaux ,,,Female,Living,2005
Anton Aubuisson ,No Dual,Bad,Male,Deceased,2009
Anton Bigelow ,,Bad,Male,Living,1993
Anton Devere ,Secret,Bad,Male,Deceased,1942
Anton Devine ,,,Male,Living,1994
Anton Harvey ,Secret,Bad,Male,Deceased,1942
Anton Hellgate ,Secret,Bad,Male,Deceased,1994
Anton Lupeski ,No Dual,Bad,Male,Deceased,1976
Anton Miguel Rodriquez ,Public,Bad,Male,Deceased,1974
Anton Mogart ,,Bad,Male,Living,1981
Anton Pierce ,,,Male,Living,
Anton Pretorius ,No Dual,Bad,Male,Living,1989
Anton Satan ,Secret,Bad,Male,Living,2009
Anton Trask ,Secret,Bad,Male,Living,
Anton Vanko ,Secret,Good,Male,Deceased,1963
Anton Vanko ,Public,Bad,Male,Deceased,1997
Anton Vanko ,Secret,Bad,Male,Living,2010
Anton Vierken ,No Dual,Bad,Male,Deceased,1974
Anton Wexler ,No Dual,Good,Male,Living,
Antonio ,Secret,Good,Male,Deceased,2006
Antonio Aggasiz ,No Dual,Neutral,Male,Deceased,
Antonio Rey ,,Good,Male,Living,1996
Antonio Rodriguez ,Secret,Neutral,Male,Living,1985
Antonio Rojo ,,Bad,Male,Living,1964
Antoro ,,,Male,Living,1998
Anu ,No Dual,,Male,Living,1980
Anubia ,Secret,,Female,Living,1995
Anuxa ,No Dual,Bad,Male,Living,1960
Anya ,No Dual,,Female,Deceased,2008
Anya Corazon ,Public,Good,Female,Living,2004
Anya Eisenhardt ,No Dual,Good,Female,Deceased,1987
Anzehlika Medvedev ,No Dual,Neutral,Female,Living,2002
Anzhela Federova ,Secret,Bad,Female,Living,1984
Ao Jun ,,,Male,Deceased,2001
Aorangi ,No Dual,Bad,Male,Deceased,1940
Apache ,No Dual,Good,Male,Living,1955
Apache Kid ,Secret,Good,Female,Living,2002
Apalla ,Secret,,Female,Living,1977
Ape ,Secret,Bad,Male,Living,1941
Ape ,Public,Bad,Male,Deceased,1954
Ape ,,Neutral,Male,Deceased,1985
Ape ,Public,Bad,Male,Living,1964
Ape God ,,,Male,Living,1974
Ape-Man ,Secret,Bad,Male,Living,1997
Aphrodite ,Secret,Good,Female,Living,2007
Aphrodite Ourania ,Secret,Good,Female,Living,1948
Apocaledon ,,,,Living,2005
Apocalypse ,Secret,Bad,,Deceased,1974
Apocalypse Beast ,,Bad,,Living,2006
Apollos ,Secret,,Male,Living,
Appraiser ,,Bad,Female,Living,2004
April Maye ,No Dual,Neutral,Female,Living,1979
Aptak ,Secret,,Male,Deceased,1987
Aqhat ,Public,Bad,Male,Living,2001
Aquaria Neptunia ,Secret,Good,Female,Living,1947
Aquarius ,,Bad,Male,Living,1998
Aquarius ,Secret,Bad,Male,Living,1977
Aquarius ,Secret,Bad,Male,Deceased,2012
Aquon ,Secret,Bad,Male,Living,1973
Aquon ,No Dual,Good,Male,Deceased,1981
Aqwen ,,Bad,Female,Living,2011
Ara Tanzerian ,,Bad,Male,Living,2006
Arab ,No Dual,Good,Male,Living,1954
Arabella Jones ,Public,Good,Female,Living,1978
Arachne ,Secret,Bad,,Deceased,1974
Arachne ,No Dual,Bad,Female,Living,2010
Aracht'yr ,,,Male,Living,1978
Aradnea ,,Bad,Female,Living,2011
Aragorn ,No Dual,Good,Male,Living,1968
Aragorn ,No Dual,,,Deceased,2005
Araki ,No Dual,Neutral,Female,Deceased,1978
Araman Nila ,,Bad,Male,Living,1976
Aranda Charboneau ,Secret,Bad,Female,Living,1994
Araoha Tepania ,Secret,Bad,Female,Living,1998
Araq Mezdbadah ,Secret,Good,Male,Living,1992
Arashi Wakayama ,,Good,Male,Living,1992
Arath ,No Dual,Bad,Male,Living,2007
Arc ,,,Male,Living,1994
Arc ,Public,Neutral,Male,Living,2002
Arcade ,Secret,Bad,Male,Living,1978
Arcadia DeVille ,Secret,Good,Female,Living,1998
Arch Morton ,,,Male,Living,1976
Arch Murdock ,No Dual,Bad,Male,Living,1946
Arch-E-5912 ,Secret,,Male,Deceased,2006
Archenemy ,Secret,Bad,Male,Living,2000
Archer Bryce ,No Dual,Neutral,Male,Living,1994
Archibald Corrigan ,No Dual,Good,Male,Deceased,1989
Archibald Dyker ,Secret,Bad,Male,Living,1976
Archibald Hunt ,No Dual,Bad,Male,Living,2006
Archie Goodwin ,No Dual,,Male,Living,1977
Archie Stryker ,Public,Good,Male,Deceased,1980
Archie the Gruesome ,Public,Good,Male,Living,1942
Archimedes ,No Dual,Good,Male,Living,2011
Architect ,Secret,Bad,,Living,1990
Architect ,,,Male,Living,1997
Archon ,Secret,Good,Male,Living,2010
Archon ,No Dual,,Male,Living,1981
Arcturus ,Secret,Good,Male,Living,
Arcturus ,No Dual,Bad,Male,Living,1978
Arcturus Rann ,Public,Good,Male,Living,1979
Ard ,Secret,Neutral,Male,Living,1993
Ard'ran ,No Dual,Neutral,Female,Deceased,2009
Ard-Con ,Secret,Neutral,Male,Living,1973
Ardina ,Secret,Good,Female,Living,2002
Ares ,Secret,Neutral,Male,Deceased,1949
Arex ,Secret,Good,Male,Living,1993
Arges ,,,Male,Living,
Argon ,Public,Neutral,Male,Deceased,1979
Argos ,,Good,Male,Living,2007
Argos ,Secret,Bad,Male,Living,1998
Argos ,No Dual,Good,Male,Living,1986
Argus ,Secret,Bad,Male,Living,2009
Argus LaVecchio ,Secret,Good,Male,Living,1991
Argus the One-Eyed,Public,,Male,Living,1979
Argyle Fist ,No Dual,Good,Male,Living,1976
Aria ,No Dual,Good,Female,Deceased,1999
Ariana ,No Dual,,Female,Living,1998
Ariana Saddiqi ,Secret,Bad,Female,Living,1988
Ariane ,No Dual,Good,Female,Deceased,1985
Ariann Wright ,,,Female,Living,1991
Arianna Jankos ,,Bad,Female,Living,1991
Arides ,Secret,Bad,Male,Living,1976
Ariel ,No Dual,Good,Female,Living,1987
Ariel ,No Dual,,Male,Deceased,1987
Ariel ,,,Male,Living,1973
Ariel Tremmore ,Secret,Bad,Female,Living,1993
Aries ,,Bad,Male,Living,1998
Aries ,Secret,Bad,Male,Living,1977
Aries ,Secret,Bad,Male,Living,2012
Aries ,,Bad,Male,Living,
Arimanes ,,Bad,Male,Living,1995
Arioch ,,Bad,,Living,1988
Arisen Tyrk ,Secret,Bad,Male,Living,1975
Arishem ,No Dual,Neutral,Male,Living,1976
Aristis ,,,Male,Living,1989
Arizona Annie ,Secret,Good,Female,Deceased,1948
Arjai-Ush ,,Bad,Male,Living,
Arkadine Arcadius ,No Dual,Bad,Male,Living,1995
Arkady Markov ,,Good,Male,Living,2009
Arkady Rossovich ,Secret,Bad,Male,Deceased,1992
Arkady Tegai ,Secret,,Male,Living,
Arkea ,Secret,Bad,Female,Deceased,
Arkin ,,Bad,Male,Living,1964
Arko ,No Dual,Good,Male,Living,1990
Arko's son ,,,,Living,1990
Arkon ,,Neutral,Male,Living,1970
Arkus ,No Dual,,Male,Living,1973
Arlette Truffaut ,Secret,Good,Female,Living,1997
Arlise ,Secret,Bad,Female,Living,
Arlo Samuelson ,,Bad,Male,Living,1992
Arlo Summers ,Public,Neutral,Male,Living,2002
Arlok ,No Dual,Good,Male,Deceased,1981
Arm'Cheddon ,,Bad,Male,Living,1994
Armada ,,,,Living,1994
Armageddon Man ,Secret,Neutral,Male,Living,1999
Armand Galante ,Secret,Bad,Male,Deceased,1993
Armand Jones ,,Bad,Male,Living,1990
Armand Loring ,,Bad,Male,Living,1972
Armand Martel ,No Dual,Good,Male,Living,1986
Armand Vitrioli ,,Bad,Male,Living,1941
Armando Aviles ,,Bad,Male,Living,1993
Armando Mu\u00f1oz ,Secret,Good,Male,Living,2006
Armaros ,Secret,Good,Male,Living,1998
Armaziel ,,Good,Female,Living,1993
Armena Ortega ,No Dual,Good,Female,Living,2004
Armorer ,Secret,Bad,Male,Living,1994
Armory ,Secret,Bad,,Living,1990
Armour ,Secret,Bad,Male,Deceased,2002
Arnaa ,Secret,Good,Male,Living,1973
Arngrim ,,Good,Male,Living,1985
Arnie Berman ,No Dual,Neutral,Male,Living,1977
Arnie Gunderson ,Secret,Bad,Male,Living,1990
Arnie Roth ,No Dual,Good,Male,Deceased,1982
Arnim Zola ,No Dual,Bad,Male,Living,1977
Arnim Zola 4.2.3 ,Secret,Bad,Male,Living,2011
Arnleif ,,,Female,Deceased,2013
Arno ,No Dual,Bad,Male,Living,1976
Arno Stark ,No Dual,Good,Male,Living,
Arnold Astrovik ,No Dual,Neutral,Male,Deceased,1975
Arnold Brown ,Secret,Bad,Male,Deceased,1965
Arnold Coltrane ,,Good,Male,Living,1993
Arnold Dane ,No Dual,Neutral,Male,Deceased,2012
Arnold Donovan ,Public,Bad,Male,Deceased,1983
Arnold Kaminsky ,Public,Bad,Male,Living,1987
Arnold Krank ,No Dual,Good,Male,Living,1976
Arnold Lundberg ,Public,Neutral,Male,Deceased,2002
Arnold Nicholson ,Public,Bad,Male,Deceased,1975
Arnold Ogley ,Secret,Bad,Male,Deceased,1946
Arnold Paffenroth ,Secret,Bad,Male,Deceased,1973
Arnold Perril ,,Bad,Male,Living,1985
Arnold Sibert ,,,Male,Living,
Arnold Urich ,Secret,Neutral,Male,Living,1995
Aroke ,No Dual,Good,Male,Living,1992
Aron ,Secret,Neutral,Male,Deceased,1975
Aron Nora ,Secret,Bad,Male,Deceased,1994
Arranger ,Secret,Bad,Male,Living,2013
Arris ,Secret,Neutral,Male,Living,2011
Arrow ,No Dual,Good,Male,Living,1951
Arrowhead ,Secret,Good,Male,Living,1954
Ars Magna ,,,,Living,1993
Arsenal ,Secret,Bad,,Living,1978
Arsenic ,,Bad,,Living,1997
Artabazus ,,Bad,Male,Living,1995
Artaud Derrida ,Public,Bad,Male,Living,
Artemis ,No Dual,Neutral,Female,Living,1966
Artemus Pithins ,No Dual,Neutral,Male,Living,1979
Arthur Adams ,No Dual,Bad,Male,Living,1988
Arthur Allan Smith ,No Dual,Good,Male,Living,1986
Arthur Barrington ,No Dual,Good,Male,Deceased,1992
Arthur Bigelow ,Secret,Bad,Male,Living,1989
Arthur Blackwood ,Secret,Bad,Male,Living,1983
Arthur Chekhov ,No Dual,Good,Male,Living,1982
