,Name,Connections,Identity,Alignment,Gender,Status,Year
692,Deathurge,70,Secret,Bad,Male,Living,1981.0
693,"Watson, Kristy",69,,,,,
694,Shockwave,69,,,,,
695,Chameleon,69,Secret,Neutral,Male,Deceased,2009.0
696,"Fairmont, Hannah",69,,,,,
697,Bushmaster Ii,69,,,,,
698,Beast Doppelganger I,69,,,,,
699,Frenchie,68,,,,,
700,"Scarfe, Rafael",68,,,,,
701,Rattler,68,,,,,
702,Nova Doppelganger,68,,,,,
703,Thor Ii,68,,,,,
704,"Gambonno, Ernesto",68,,,,,
705,Earthquake,68,Secret,Neutral,Male,Living,1980.0
706,Death Adder,68,,,,,
707,Bloodaxe,68,,,,,
708,Yellowjacket Iii,68,,,,,
709,Doorman,68,,,,,
710,Mesmero,68,,Bad,Male,Living,1999.0
711,Nuklo,68,,,,,
712,Lodestone,67,Secret,,Male,Living,1993.0
713,Pathway,67,,,,,
714,"Stacy, Gwen",67,,,,,
715,"Lynne, Monica",67,,,,,
716,Erishkigel Ii,67,,,,,
717,Kreddick,67,,,,,
718,Yellow Claw,67,Secret,Bad,Male,Deceased,1945.0
719,Ulysses Ii,66,,,,,
720,Puff Adder,66,,,,,
721,"Claremont, Chris",66,,,,,
722,"Stuart, Dr. Alistair",66,,,,,
723,Rock Python,66,,,,,
724,Mentor Ii,66,,,,,
725,Zcann,66,,,,,
726,Beauty,66,Secret,Bad,Female,Living,1991.0
727,"Reese, Murray",66,,,,,
728,Nezarr,66,Secret,Neutral,Male,Living,1977.0
729,Scourge,66,Secret,Bad,Male,Deceased,1985.0
730,Darkhawk Doppelgange,66,,,,,
731,Waldo,65,No Dual,Good,Male,Living,1977.0
732,"Katzenberg, Nick",65,,,,,
733,"Carpenter, Rachel",65,,,,,
734,Quicksilver Doppelga,65,,,,,
735,Deathcry [Shi'Ar],65,,,,,
736,"Jackson, Andrew Jock",65,,,,,
737,Psi-Lord,65,,,,,
738,Famine,65,Secret,Bad,Female,Deceased,2013.0
739,"Korvac, Michael",65,,,,,
740,"Paretsky, Dr. Gary",65,,,,,
741,Amphibius,65,Secret,Bad,Male,Living,1969.0
742,"Kleinstock, Sven",64,,,,,
743,Ice-Man | Mutant X-V,64,,,,,
744,Impulse,64,Secret,Neutral,Male,Deceased,1977.0
745,Ego,64,No Dual,,Male,Living,1966.0
746,Eeny,64,,,,,
747,Guardian V,64,,,,,
748,"Stacy, Arthur",64,,,,,
749,"Lane, Lois",64,,,,,
750,Arkon,64,,Neutral,Male,Living,1970.0
751,Leap-Frog,64,,,,,
752,"Trainer, Dr. Seward",64,,,,,
753,"Drumm, Jericho",63,,,,,
754,Witchfire,63,,,,,
755,Sprite,63,Public,Good,Male,Deceased,1977.0
756,Ironclad,63,,,,,
757,Jack O'Lantern Ii,63,,,,,
758,Devlor,63,Secret,Good,Male,Living,1994.0
759,Unuscione,63,,,,,
760,Century,63,Secret,Good,Male,Living,1994.0
761,Human Torch Doppelga,63,,,,,
762,"Kirby, Jack",63,,,,,
763,Ozymandias,63,Secret,Bad,Male,Living,1996.0
764,Hulk Doppelganger Ii,63,,,,,
765,Goblyn,63,Secret,Good,Female,Living,1987.0
766,"Ursula, Lady",63,,,,,
767,"Simon, Alex Flores",63,,,,,
768,Scalphunter,63,,,,,
769,Brothers Grimm Ii,63,,,,,
770,Aron [Watcher],62,,,,,
771,"Huxley, Dr. Alda",62,,,,,
772,Foxbat,62,Secret,,Male,Deceased,1991.0
773,Hyperion Ii,62,,,,,
774,N'Astirh,62,Secret,Bad,Male,Living,1988.0
775,Electron,62,Secret,Neutral,Male,Living,1977.0
776,"Richards, Reed | Mut",62,,,,,
777,"Tyger, Lord",62,,,,,
778,Hindsight Lad,62,,,,,
779,"Hopkins, Steve",62,,,,,
780,Vostok,62,Public,,Male,Living,1989.0
781,"Petrovitch, Ivan",62,,,,,
782,War,62,Secret,Bad,Male,Deceased,2013.0
783,Modred The Mystic,62,,,,,
784,Occult,62,,,,,
785,Nekra,62,,,,,
786,Stilt-Man,62,Secret,Bad,Male,Living,2005.0
787,Dakimh The Enchanter,62,,,,,
788,"Gator, Lord",62,,,,,
789,Hardrive,62,,,,,
790,"Cole, Wade",62,,,,,
791,"Saturnyne, Opal Luna",61,,,,,
792,"Moy, Alyssa",61,,,,,
793,Modam,61,,,,,
794,"Whitman, Debra",61,,,,,
795,Cardinal,61,Secret,Bad,Male,Deceased,1975.0
796,Thundra,61,,,,,
797,Crimson Commando,61,Secret,Bad,Female,Living,2000.0
798,Living Monolith,61,,,,,
799,Howard The Duck,61,,,,,
800,Tana Nile,61,No Dual,Good,Female,Deceased,1966.0
801,"Lewis, Devon",61,,,,,
802,Powersurge,61,,,,,
803,Rocket Racer,61,,,,,
804,Dyna-Mite,60,,,,,
805,Stonewall,60,,,,,
806,Darla,60,,,,,
807,Supercharger,60,,,,,
808,"Boudreaux, Bella Don",60,,,,,
809,"Yin, Angela",60,,,,,
810,Hermes [Greek God],60,,,,,
811,Catseye,60,,,,,
812,"Zola, Arnim",60,,,,,
813,Silverclaw,60,,,,,
814,Kronos,60,Secret,Good,Male,Living,1973.0
815,Kurse,60,,,,,
816,"Mason, Louise",60,,,,,
817,Vision Doppelganger ,60,,,,,
818,In-Betweener,60,No Dual,Neutral,Male,Living,1975.0
819,"Marrs(-Payne), Phoeb",60,,,,,
820,Scorcher,60,,,,,
821,"Sapristi, Jerry",59,,,,,
822,Invisible Woman Dopp,59,,,,,
823,"Ram, Sir",59,,,,,
824,Controller,59,,,,,
825,"Robertson, Amanda",59,,,,,
826,Dansen Macabre,59,Secret,Bad,Female,Deceased,1980.0
827,Helio,59,Secret,Bad,Male,Living,1981.0
828,Ruby,59,,Bad,Female,Deceased,1990.0
829,"Summers, Scott Iii |",59,,,,,
830,American Eagle Iii,59,,,,,
831,Mechamage,59,Secret,Good,Female,Living,1999.0
832,Psycho-Man,59,Secret,Bad,Male,Living,1967.0
833,Diamondhead,58,,,,,
834,"Raven, Lt. Jacob",58,,,,,
835,Queen Divine Justice,58,,,,,
836,Emplate,58,,,,,
837,Psynapse,58,Secret,Bad,Male,Deceased,1991.0
838,Sugar Man,58,,,,,
839,Poundcakes,58,,,,,
840,Buzz,58,Public,Good,Male,Living,1996.0
841,Mordred The Evil,58,,,,,
842,Superia,58,,,,,
843,Corruptor,58,,,,,
844,Aireo,58,Secret,Bad,Male,Living,1966.0
845,Meany,58,,,,,
846,Zuras,57,No Dual,Good,Male,Deceased,1940.0
847,Brainchild,57,,Bad,Male,Living,1969.0
848,Elektra,57,,,,,
849,Flex,57,,,,,
850,Pretty Boy,57,Secret,Bad,Male,Living,1988.0
851,"Tsurayaba, Matsuo",57,,,,,
852,Mother Night,57,,,,,
853,Golddigger,57,,,,,
854,Moonhunter,57,,,,,
855,"Wilson, Jim",57,,,,,
856,Shooting Star,57,,,,,
857,Stunt-Master,57,,,,,
858,Green Goblin Iv,57,,,,,
859,Hawkeye Doppelganger,57,,,,,
860,"Rodgers, Marianne",57,,,,,
861,Rock,57,,,,,
862,Doppelganger,56,,,,,
863,Rogue Doppelganger,56,,,,,
864,Ajax,56,Secret,Bad,Male,Deceased,1998.0
865,Seth Ii,56,,,,,
866,"Lang, Dr. Steven",56,,,,,
867,Crucible,56,,,,,
868,Slither,56,,,,,
869,"Thomas, Commander Da",56,,,,,
870,"Macon, Angelo",56,,,,,
871,"Vermin, Lady",56,,,,,
872,Jackal,56,Secret,Bad,Male,Living,1944.0
873,Ogre,56,Secret,Bad,Male,Living,1944.0
874,Storm Doppelganger I,56,,,,,
875,D'Spayre,56,Secret,Bad,Male,Living,1978.0
876,Radius,56,,,,,
877,Madcap,56,Secret,Neutral,Male,Living,1985.0
878,Butch,56,Secret,Bad,Male,Deceased,1940.0
879,"Walters, Billy",56,,,,,
880,Murmur Ii,56,,,,,
881,Tusk,56,Secret,Bad,Male,Living,1991.0
882,Bonebreaker,56,Secret,Bad,Male,Living,1988.0
883,Scatterbrain,55,Secret,Bad,Male,Living,1988.0
884,Slyde,55,,,,,
885,Dinah-Soar,55,,,,,
886,Ferro2,55,,,,,
887,"Yashida, Mariko",55,,,,,
888,Devos The Devestator,55,,,,,
889,Chondu,55,,,,,
890,Timberius,55,No Dual,,Male,Living,1968.0
891,Nitro,55,,,,,
892,Nightcrawler | Mutan,55,,,,,
893,"Griffith, D.W.",55,,,,,
894,Gronk,55,Secret,Bad,Male,Living,1981.0
895,"Kafka, Dr. Ashley",55,,,,,
896,"Steele, Bobby",55,,,,,
897,Eson [Celestial],55,,,,,
898,Reaper Ii,55,,,,,
899,Gladiator,54,,,,,
900,Whiteout,54,Secret,Bad,Female,Living,1989.0
901,Blockbuster Iii,54,,,,,
902,Major Domo,54,,,,,
903,"Mccabe, Lindsay",54,,,,,
904,"Collins, Demitrius",54,,,,,
905,"Coy, General Nguyen ",54,,,,,
906,Captain America | Mu,54,,,,,
907,Recorder Ii,54,,,,,
908,Box,54,,,,,
909,"Rasputin, Mikhail",54,,,,,
910,"Grey, Jean | Mutant ",54,,,,,
911,Big Bertha,54,,,,,
912,Spidercide,54,,,,,
913,"Clinton, Bill",54,,,,,
914,Triton Doppelganger,54,,,,,
915,Auric,54,,,,,
916,Manbot,54,,,,,
917,"Chekov, Arthur Anton",54,,,,,
918,"Inshallah, Khalid",54,,,,,
919,Surtur,54,No Dual,Bad,Male,Deceased,1963.0
920,Malice Iv,54,,,,,
921,Positron,53,Secret,Good,Female,Living,2006.0
922,Micromax,53,,,,,
923,Drax Doppelganger,53,,,,,
924,Golden Archer Ii,53,,,,,
925,Shatterax,53,,,,,
926,Eric The Red [Shi'Ar,53,,,,,
927,Fer De Lance,53,,,,,
928,Gremlin,53,Secret,Bad,,Living,2002.0
929,Griffin Ii,53,,,,,
930,"Wolfe, Sara",53,,,,,
931,Magic,53,,,,Living,1990.0
932,"Chang, Imei",53,,,,,
933,Ravonna Lexus Rensla,53,,,,,
934,"Fielstein, Fireworks",53,,,,,
935,"Whyte, Harmony (Harm",53,,,,,
936,Dorma [Atlantean],53,,,,,
937,"Fujikawa, Rumiko",53,,,,,
938,Zaran,53,,,,,
939,Brightsword,53,,,,,
940,"Adams, Nicole Nikki",53,,,,,
941,Okoye,53,Secret,Good,Female,Living,1998.0
942,"Fortunato, Giacomo J",53,,,,,
943,Llyron,53,,,Male,Living,1970.0
944,Expediter Ii,52,,,,,
945,Flatman,52,,,,,
946,Zuri,52,No Dual,Good,Male,Deceased,1998.0
947,"Staples, Edna M. Gra",52,,,,,
948,Looter,52,,,,,
949,Swordsman Ii,52,,,,,
950,Miss Locke,52,Secret,Bad,Female,Deceased,1978.0
951,Thumbellina,52,,,,,
952,Quasar Ii,52,,,,,
953,"Killmonger, Eric",52,,,,,
954,Baron Mordo,52,,,,,
955,Haywire,52,,,,,
956,Black Fox,52,Secret,Bad,Male,Living,1984.0
957,Dr. Doom | Mutant X-,52,,,,,
958,Union Jack Ii,52,,,,,
959,Quicksilver | Mutant,52,,,,,
960,Brain Drain,52,,,,,
961,Lupo,52,Secret,Bad,Male,Living,1969.0
962,"Flores, Jamie",52,,,,,
963,"Creed, Graydon",51,,,,,
964,Egghead,51,Secret,Bad,Male,Living,1989.0
965,Stiletto,51,Secret,Bad,Male,Deceased,1992.0
966,Athena [Greek God],51,,,,,
967,Boomslang,51,,,,,
968,Pixie,51,Secret,Good,Female,Living,2000.0
969,"Wetherell, Manoli",51,,,,,
970,"Stuart, Brig. Alysan",51,,,,,
971,Apollo [Greek God],51,,,,,
972,Quasimodo,51,,,,,
973,Tech-Noir,51,,,,,
974,Tinkerer,51,Secret,Bad,Male,Living,
975,Paris,51,Public,,Male,Living,1979.0
976,"Sterman, Andrea Andi",51,,,,,
977,Ancient One,51,,,,,
978,Umar,51,Public,Bad,Female,Living,1966.0
979,"Alraune, Marlene",51,,,,,
980,"Alexander, Carrie",51,,,,,
981,Unus The Untouchable,50,,,,,
982,Union Jack Iii,50,,,,,
983,"Glenn, Heather",50,,,,,
984,"Norriss, Jack",50,,,,,
985,Barbarus,50,Secret,Bad,Male,Living,1969.0
986,Oxbow,50,,,,,
987,Marvel Woman | Mutan,50,,,,,
988,Milan,50,,,,,
989,Tyr,50,,Bad,Male,Living,1988.0
990,Mongoose,50,Secret,Bad,Male,Living,1986.0
991,Champion,50,,,,,
992,"Zimmer, Abe",50,,,,,
993,Ahab,50,,,,,
994,Atalanta,50,,Good,Female,Living,2008.0
995,Erg,50,Secret,Neutral,Male,Living,1985.0
996,Araki [Shi'Ar],50,,,,,
997,Caledonia,50,,,,,
998,"Diamond, Bob",50,,,,,
999,Phobius,50,Secret,Bad,Male,Living,1981.0
1000,Delphi,50,Public,Good,Female,Living,1999.0
1001,"Sondheim, Erica",49,,,,,
1002,Truth,49,Secret,Bad,Female,Living,1991.0
1003,Yellowjacket Ii | Mu,49,,,,,
1004,Harvest,49,Secret,Bad,Male,Deceased,1994.0
1005,Solo,49,,,,,
1006,"Yashida, Mariko | Mu",49,,,,,
1007,"Tork, Sgt.",49,,,,,
1008,"Nelson, Debbie Harri",49,,,,,
1009,Black Knight,49,,,,Living,1963.0
1010,Satannish,49,Secret,Bad,Male,Deceased,1968.0
1011,Jetstream,49,,,,,
1012,Black Widow Doppelga,49,,,,,
1013,Blackout,49,Secret,Bad,Male,Living,1990.0
1014,China Doll,49,,,,,
1015,Weapon X Ii,49,,,,,
1016,Waxwork,49,,,,,
1017,Paralyzer,49,,,,,
1018,"Damian, Margo",48,,,,,
1019,Scrambler,48,,,,,
1020,Gaza,48,Public,Bad,Male,Living,1969.0
1021,Defensor,48,,,,,
1022,Typhoid Mary,48,,,,,
1023,Icemaster,48,,,,,
1024,Captain Hawk,48,,,,,
1025,Dreadknight,48,,,,,
1026,Fallen | Mutant X-Ve,48,,,,,
1027,Steel Wind,48,,,,,
1028,"Stark, Morgan",48,,,,,
1029,"Locklin, General Mer",48,,,,,
1030,Puddlegulp,48,,,,,
1031,"Rosen, Walter",48,,,,,
1032,"Delphis, Sir",48,,,,,
1033,Tefral,48,Secret,Neutral,Male,Living,1977.0
1034,Thug,48,Secret,Bad,Male,Living,2009.0
1035,Firebug,47,Secret,Bad,Male,Living,1992.0
1036,Bullseye Ii,47,,,,,
1037,Marilla [Inhuman],47,,,,,
1038,Bucky Vii,47,,,,,
1039,Titanium Man,47,,,,,
1040,"Brown, Mindy Mcphers",47,,,,,
1041,Piper,47,Secret,Neutral,Male,Deceased,1985.0
1042,Fortunato,47,,,,,
1043,"Meachum, Joy",47,,,,,
1044,"Smith, Marty Louis L",47,,,,,
1045,"Erwin, Morley",47,,,,,
1046,Pink Pearl,47,,,,,
1047,Tai Ii,47,,,,,
1048,W'Kabi,47,Public,Good,Male,Deceased,1969.0
1049,Gambit | Mutant X-Ve,47,,,,,
1050,Rax,47,Secret,Neutral,Male,Deceased,2000.0
1051,Copperhead Iii,47,,,,,
1052,Quagmire,47,,,,,
1053,"Joyce, Samantha",47,,,,,
1054,Kamikaze,47,,,,,
1055,Effigy,47,,,,,
1056,Jailbait,46,,,,,
1057,Anthromorpho,46,,,,,
1058,Sinew,46,Secret,Bad,Male,Deceased,2011.0
1059,"Maxwell, Dr. Wilfred",46,,,,,
1060,"Alvarez, Felix",46,,,,,
1061,"Magruder, Allie",46,,,,,
1062,"Kane, Marcy",46,,,,,
1063,Triton Doppelganger ,46,,,,,
1064,Mr. Immortal,46,,,,,
1065,Khoryphos [Eternal],46,,,,,
1066,Mr. Justice,46,,,,,
1067,Zemo,46,,,,,
1068,Nova Doppelganger Ii,46,,,,,
1069,"Kramer, Stacey",46,,,,,
1070,Bloodlust,46,,,,,
1071,Oneg,46,,Neutral,,Living,1977.0
1072,Dracula | Mutant X-V,46,,,,,
1073,"Ritter, Deborah ",46,,,,,
1074,Fandral | Mutant X-V,46,,,,,
1075,Dr. Octopus Ii,46,,,,,
1076,Strobe,46,,,,,
1077,"Rider, Gloria",46,,,,,
1078,Phastos [Eternal],46,,,,,
1079,Scarlet Centurion,46,,,,,
1080,X-Cutioner,45,,,,,
1081,Yrdisis,45,Secret,Good,Female,Living,1986.0
1082,Riptide,45,,,,,
1083,Agamemnon Iii,45,,,,,
1084,Zaladane,45,,,,,
1085,Domina,45,Secret,Bad,Female,Deceased,2000.0
1086,"Jones, Janis",45,,,,,
1087,"Jones, Hugh",45,,,,,
1088,Reptyl,45,,Bad,Male,Living,1988.0
1089,Jemiah,45,Secret,Neutral,Male,Living,1977.0
1090,Aquarian,45,,,,,
1091,"Roth, Arnie",45,,,,,
1092,Gaff,45,,,,,
1093,"Majowski, Sam Mother",45,,,,,
1094,Iron Cross,45,,Bad,Male,Living,2010.0
1095,"Ritter, Donald",45,,,,,
1096,Tempo,45,,,,,
1097,Master Man,45,Public,Bad,Male,Living,1996.0
1098,Delilah,45,Secret,Bad,Female,Living,1996.0
1099,Hijacker,45,,,,,
1100,Hermod [Asgardian],45,,,,,
1101,Overmind,45,,,,,
1102,Hector Ii,45,,,,,
1103,Black Knight V Statu,45,,,,,
1104,Beyonder | Mutant X-,45,,,,,
1105,Owl,45,,,,,
1106,Black Racer,45,,,,,
1107,"Palermo, Harriet Ros",45,,,,,
1108,"Leland, Harry",44,,,,,
1109,Leonus,44,Secret,Neutral,Male,Living,1968.0
1110,Empath,44,,,,,
1111,"Rogers, Gayle",44,,,,,
1112,"Kruma, Talia",44,,,,,
1113,Rogue | Mutant X-Ver,44,,,,,
1114,3-D Man,44,,,,,
1115,Fontanelle,44,,,,,
1116,Projector,44,,,,,
1117,"Rider, Charles",44,,,,,
1118,Joyboy,44,,,,,
1119,"Morrell, Sabrina",44,,,,,
1120,Hate,44,,,,,
1121,Firebrand,44,Secret,Bad,Female,Living,2012.0
1122,Miss Mass,44,,,,,
1123,Dorrek [Skrull],44,,,,,
1124,Madame Masque Iii,44,,,,,
1125,Polaris | Mutant X-V,44,,,,,
1126,Gaia,44,Secret,Good,Female,Living,1998.0
1127,Knockout,44,,,,,
1128,Aegis,44,Secret,Neutral,Female,Deceased,2006.0
1129,Tarbaby,44,,,,,
1130,Two-Gun Kid,44,,,,,
1131,"Thomas, Roy",44,,,,,
1132,"Stacy, Paul",44,,,,,
1133,Thakos,44,Public,Good,Male,Living,1969.0
1134,Amphibian,44,,,,Living,1965.0
1135,Venus,44,Secret,Good,Female,Living,2006.0
1136,Coachwhip,44,,,,,
1137,Ape,44,Secret,Bad,Male,Living,1941.0
1138,"Bushkin, Barney",44,,,,,
1139,Silver Scorpion,44,,,,,
1140,"Taylor, Leila",44,,,,,
1141,Arcadius,44,,,,,
1142,Adora,44,Secret,,Female,Living,1993.0
1143,"Nales, Det. Rebecca ",43,,,,,
1144,Northstar Doppelgang,43,,,,,
1145,Eitri,43,Public,Good,Male,Living,1983.0
1146,Meteorite,43,,,,,
1147,Unicorn,43,Secret,Bad,Male,Living,2013.0
1148,"Blake, Becky",43,,,,,
1149,Vamp,43,,,,,
1150,Moonstone,43,,,,,
1151,"Cockrum, Dave",43,,,,,
1152,Magus Ii,43,,,,,
1153,Cyber,43,,,,,
1154,"King, Hannibal",43,,,,,
1155,"Shinski, Professor W",43,,,,,
1156,Kylun,43,,,,,
1157,Hildegarde [Asgardia,43,,,,,
1158,"Mongrain, Alison",43,,,,,
1159,Ashema [Celestial],43,,,,,
1160,"Chang, Dr. Phillip",43,,,,,
1161,Free Spirit,43,,,,,
1162,U-Man,43,,,,,
1163,Silver,43,,Bad,,Living,1997.0
1164,Ultimus,43,,,,,
1165,Malice Iii,43,,,,,
1166,Ten For,43,,,,,
1167,"Pearson, Marcy",43,,,,,
1168,Helix,43,,,Female,Living,1999.0
1169,Warrior Woman,43,,,,,
1170,Tagar,43,Secret,Neutral,Male,Living,1966.0
1171,"Stockbridge, Charles",43,,,,,
1172,"Rahn, Tamara",43,,,,,
1173,Plague,43,Secret,Bad,Female,Deceased,1983.0
1174,Friday,42,,,,,
1175,Mandrill,42,,,,,
1176,Purple Man,42,,,,,
1177,"Perez, George",42,,,,,
1178,Impala,42,Secret,,Female,Living,1991.0
1179,Puck Doppelganger,42,,,,,
1180,Tatsu'O,42,,,,,
1181,"Jones, Lorraine Lorr",42,,,,,
1182,Blitziana,42,Secret,Good,Female,Living,1994.0
1183,"Newell, Diane Arliss",42,,,,,
1184,Marvel Girl Ii,42,,,,,
1185,Timeslip,42,,,,,
1186,Glaboo,42,Public,,Male,Living,1995.0
1187,Decay,42,,,,,
1188,"Takachiho, Hiro",42,,,,,
1189,Iron Maiden,42,Secret,Bad,Female,Living,1999.0
1190,"Cicero, Caesar Big C",42,,,,,
1191,Blizzard Ii,42,,,,,
1192,"Woo, Jimmy",42,,,,,
1193,"Churchill, Lord",42,,,,,
1194,Gemini,42,Secret,Bad,Female,Living,1977.0
1195,Gaunt,42,,,,,
1196,Iron,42,,Bad,,Living,1997.0
1197,"Stacy, Capt. George",42,,,,,
1198,"Trevane, Det. Connor",42,,,,,
1199,Kala,42,Secret,Bad,Female,Living,1963.0
1200,Battleaxe,42,No Dual,Bad,Male,Deceased,1981.0
1201,Morgan,42,Secret,Neutral,Female,Living,2010.0
1202,"Kingsley, Daniel",42,,,,,
1203,Consuela,42,,,,,
1204,Eelak,42,No Dual,Good,Male,Living,1995.0
1205,Calculus,42,,,,,
1206,Ice Princess,41,Secret,Bad,Female,Living,1991.0
1207,Firewall,41,,,,,
1208,Runner,41,,,,,
1209,"Neville, Kate",41,,,,,
1210,Neutron,41,Secret,Good,Male,Living,2010.0
1211,"Plunder, Adam Kyle M",41,,,,,
1212,"Anderssen, Tanya",41,,,,,
1213,Jack Flag,41,,,,,
1214,Minerva [Kree],41,,,,,
1215,Miss America,41,,,,,
1216,Topaz,41,No Dual,Good,Female,Living,1974.0
1217,Mathemanic,41,,,,,
1218,"Fisk, Vanessa",41,,,,,
1219,Tom Thumb,41,,,,,
1220,Tolliver,41,,,,,
1221,Dollar Bill,41,,,,,
1222,"Palermo, Victor",41,,,,,
1223,Satan,41,Secret,Bad,Male,Living,1942.0
1224,"Badalamente, Jesus",41,,,,,
1225,Black Tarantula Ii,41,,,,,
1226,Sophie,41,,,,,
1227,Harness,41,,,,,
1228,"Blaze, Roxanne Simps",41,,,,,
1229,Nova | Mutant X-Vers,41,,,,,
1230,"Raymond, Ann",41,,,,,
1231,Ion,41,,,,,
1232,Dan-Farr,41,,,,,
1233,Growing Man,41,,,,,
1234,Space Phantom,41,,,Male,Living,1963.0
1235,Nightside,41,Secret,Neutral,Female,Deceased,1977.0
1236,Hotshot,41,,,,,
1237,Courier,40,,,,,
1238,Discus,40,,,,,
1239,"Edgerton, Gayle",40,,,,,
1240,Carnage,40,Public,Bad,Agender,Living,1992.0
1241,"Blessing, Morgana",40,,,,,
1242,Nobilus,40,Secret,Neutral,Male,Living,1990.0
1243,Numbers,40,,,,,
1244,Sigyn,40,Secret,Good,Female,Living,1978.0
1245,Yukio,40,No Dual,Neutral,Female,Living,1982.0
1246,Goldfire,40,,,,,
1247,Professor Power,40,,,,,
1248,Fin Fang Foom,40,,Bad,Male,Deceased,2006.0
1249,Vermin,40,,,,,
1250,Quasar Doppelganger,40,,,,,
1251,"Joshua, Dr. Segismun",40,,,,,
1252,Spider-Man Iii,40,,,,,
1253,Mr. Jip,40,,,,,
1254,Gullin,40,Public,Bad,Male,Living,1964.0
1255,Taurus,40,Public,Bad,Male,Living,1983.0
1256,Wipeout,40,Secret,Bad,Male,Deceased,1988.0
1257,Beta Ray Bill | Muta,40,,,,,
1258,"Hale, Jonas",40,,,,,
1259,Baron Blood,40,,,,,
1260,Dragoness,40,,,,,
1261,Sprocket,40,,,,,
1262,Bile,40,,,,,
1263,Black Crow,40,,,,,
1264,Wrangler,40,Secret,Bad,Female,Living,1983.0
1265,"Bush, George",40,,,,,
1266,"Lacoste, Rae",40,,,,,
1267,Stellaris,40,Secret,Bad,Female,Living,1990.0
1268,"Ionello, Jason",39,,,,,
1269,Targon,39,Public,Bad,Male,Living,1995.0
1270,Bodybag,39,,,,,
1271,Domo,39,No Dual,,Male,Living,1976.0
1272,Blackball,39,,Bad,Male,Living,1992.0
1273,"Zota, Carlo",39,,,,,
1274,Gargoyle | Mutant X-,39,,,,,
1275,"Moreau, David",39,,,,,
1276,Ymir,39,No Dual,Bad,Male,Living,1963.0
1277,Wonder Man Doppelgan,39,,,,,
1278,"Potter, Betsy Beatty",39,,,,,
1279,"Adams, Cindy",39,,,,,
1280,"Blaire, Carter",39,,,,,
1281,Candy,39,,,,,
1282,"Brown, Laura",39,,,,,
1283,Hafnium,39,,Bad,,Living,1997.0
1284,Living Laser,39,,,,,
1285,Oblivion,39,Secret,Bad,Male,Living,1985.0
1286,Ahura,39,,,,,
1287,Chesbro,39,,Bad,Male,Living,1997.0
1288,Ego-Prime,39,,,,,
1289,"Sheldon, Phil",39,,,,,
1290,Beetle Ii,39,,,,,
1291,"Wu, Leiko",39,,,,,
1292,Elsie Dee,39,No Dual,Good,Female,Living,1991.0
1293,Whiplash Ii,39,,,,,
1294,Neophyte,39,,,,,
1295,"Wilks, Shantal",39,,,,,
1296,"Marrs, Desmond",39,,,,,
1297,Bi-Beast Ii,39,,,,,
1298,Spoor,39,,,,,
1299,"Stacy, Gwen (Clone)",39,,,,,
1300,Red Guardian Ii,39,,,,,
1301,Omnibus,39,,,,,
1302,Manikin,39,,,,,
1303,Woodgod,38,Secret,Good,Male,Living,1976.0
1304,"Astrovik, Norma",38,,,,,
1305,Silver Surfer Doppel,38,,,,,
1306,Kofi [Kymellian],38,,,,,
1307,Random Ii,38,,,,,
1308,Silver Ii,38,,,,,
1309,Malekith,38,No Dual,Bad,Male,Living,1984.0
1310,Gardener,38,,,,,
1311,Atlas,38,No Dual,Neutral,Male,Living,1985.0
1312,Cardiac,38,,,,,
1313,"Miller, Frank",38,,,,,
1314,Therak,38,,,,,
1315,"Malus, Dr. Karl",38,,,,,
1316,Flag-Smasher,38,,,,,
1317,"Lebeau, Jean-Luc",38,,,,,
1318,Stingray | Mutant X-,38,,,,,
1319,Blackout Ii,38,,,,,
1320,"Dolan, Stacy",38,,,,,
1321,D'Ken [Shi'Ar],38,,,,,
1322,"Higgins, Samuel",38,,,,,
1323,Stallior,38,Public,Bad,Male,Living,1968.0
1324,Senyaka,38,,,,,
1325,Stunner,38,,,,,
1326,Gris-Gris,38,,,,,
1327,Puppy,38,,,,,
1328,Scarlet Witch Doppel,38,,,,,
1329,Mysteria,38,,,,,
1330,"North, Dakota",38,,,,,
1331,"Cody, Gary",38,,,,,
1332,Slug,38,,Good,,Deceased,1995.0
1333,Union Jack,38,,,,,
1334,Shard,38,,,,,
1335,Kraven The Hunter Ii,38,,,,,
1336,Hugin,38,,Good,Male,Living,1978.0
1337,"Tremont, Jonathan",38,,,,,
1338,Supremor,38,,,,,
1339,Static,38,Secret,Bad,Female,Deceased,2000.0
1340,"Meachum, Ward",37,,,,,
1341,"Brickman, Sen. Miles",37,,,,,
1342,"Wilford, Elisabeth B",37,,,,,
1343,Furgar,37,Public,,Male,Living,1995.0
1344,"Morgan, Jerrold Jerr",37,,,,,
1345,Adversary,37,Secret,Bad,Male,Living,1984.0
1346,"Smythe, Alistair Alp",37,,,,,
1347,Valkin,37,Secret,Good,Male,Living,1940.0
1348,"Jackson, Curtiss",37,,,,,
1349,Mr. Nacht,37,,,,,
1350,"Freeman, Derek",37,,,,,
1351,Randi,37,Public,Good,Female,Living,1985.0
1352,Caduceus,37,,,,,
1353,"Carter, Jimmy",37,,,,,
1354,Bird Man,37,,,,,
1355,"Sheridan, Richard Ri",37,,,,,
1356,Ringtoss,37,,,,,
1357,Lorelei,37,No Dual,Bad,Female,Living,1983.0
1358,Harokin [Asgardian],37,,,,,
